x,y,z,min_size,max_size,cell,mother
-108.28364374710269,-16.49764935000077,0.9319400733645649,26.0,43.0,ABalpaapaa,ABalpaapa
-91.86365734816212,-22.67032911663522,0.27442190879174594,26.0,45.0,ABalpaapap,ABalpaapa
-93.89717397555148,-24.87684914805706,-0.2543625897680867,30.0,49.0,ABalpaapp,ABalpaap
-89.29748819393322,-31.32256792260537,-0.1752298325017865,26.0,41.0,ABalpaappa,ABalpaapp
-66.50644341781386,-32.50465747484418,-0.2432895339943233,26.0,40.0,ABalpaappp,ABalpaapp
-95.88688071472411,-42.6326852327337,0.5136482861301459,37.0,65.0,ABalpap,ABalpa
-127.55141796703307,-45.013569561808204,0.4916349764016728,30.0,57.0,ABalpapa,ABalpap
-105.420313721468,-28.23247528235833,0.18118550460577912,26.0,48.0,ABalpapaa,ABalpapa
-71.60573886603858,-35.214966179766776,-0.3439644204317025,26.0,39.0,ABalpapaaa,ABalpapaa
-53.75480718901994,-31.05658108659907,-0.45856069372362784,24.0,40.0,ABalpapaap,ABalpapaa
-81.1678506672808,-30.131303465669273,0.3567602172494577,26.0,48.0,ABalpapap,ABalpapa
-45.75162491772173,-38.96427604864186,0.08515527897785254,26.0,40.0,ABalpapapa,ABalpapap
-23.64051380661061,-34.06612790049371,0.1931799703358765,26.0,40.0,ABalpapapp,ABalpapap
-90.8606849895081,-43.389107429543536,0.46224477528992586,35.0,57.0,ABalpapp,ABalpap
-78.03638068798475,-27.79640165250659,0.34903074865042366,28.0,49.0,ABalpappa,ABalpapp
-59.47508170784519,-29.259955060987533,0.43120466169390176,24.0,45.0,ABalpappaa,ABalpappa
-43.704539784615086,-23.739641364329756,0.4203251469434191,26.0,45.0,ABalpappap,ABalpappa
-52.77985203107215,-23.39791434087204,0.39180397222161345,26.0,49.0,ABalpappp,ABalpapp
-46.28927923870938,-26.560664937530746,-0.11307311608387648,26.0,45.0,ABalpapppa,ABalpappp
-22.41026369466792,-21.364822968618828,-0.26439695028076726,26.0,46.0,ABalpapppp,ABalpappp
-68.9409959769068,-14.495868800191689,-0.2257147469851634,35.0,73.0,ABalpp,ABalp
-85.70054684434318,-20.842601557249054,-0.5797421301683832,34.0,62.0,ABalppa,ABalpp
-119.44443894386907,-28.153533487899296,-0.2624453519561123,34.0,53.0,ABalppaa,ABalppa
-115.60865825369868,-27.054985066010413,-0.09252600687616758,26.0,46.0,ABalppaaa,ABalppaa
-122.8857227533537,-29.34375071158932,-0.19058985248554988,24.0,36.0,ABalppaaaa,ABalppaaa
-112.46312861109428,-38.247516401965925,-0.34289110771567527,26.0,38.0,ABalppaaap,ABalppaaa
-100.44362706479632,-34.84229537231335,-0.3091818117360502,26.0,46.0,ABalppaap,ABalppaa
-101.81651501106708,-44.8064169700511,-0.8249470998237134,24.0,38.0,ABalppaapa,ABalppaap
-88.10106785659556,-47.818612092002304,-0.6936462868155837,26.0,38.0,ABalppaapp,ABalppaap
-98.49303299246314,-29.04160337596918,0.15961307010231,33.0,55.0,ABalppap,ABalppa
-85.62149632877868,-34.54773768579864,0.09120979384683962,28.0,48.0,ABalppapa,ABalppap
-80.69893341738374,-41.92016781937514,-0.49227916795707444,26.0,39.0,ABalppapaa,ABalppapa
-61.675878662340516,-47.09019663781894,-0.21360481637206077,26.0,40.0,ABalppapap,ABalppapa
-60.31385136584875,-31.001697944865704,-0.07009389847996428,26.0,47.0,ABalppapp,ABalppap
-57.85518220366894,-44.06138596178952,-0.7888372670272721,26.0,41.0,ABalppappa,ABalppapp
-34.464346624154125,-47.20693852243641,-0.5233386147361674,26.0,42.0,ABalppappp,ABalppapp
-51.846686646116794,-30.02538715975297,0.07490836539760533,38.0,60.0,ABalppp,ABalpp
-83.70499352442366,-23.637450651816454,-0.3340016875124475,30.0,56.0,ABalpppa,ABalppp
-99.89344590537604,-25.22816493753075,-0.6849064494172095,26.0,48.0,ABalpppaa,ABalpppa
-104.25779775722792,-42.845589179955,-0.7417246312353913,26.0,38.0,ABalpppaaa,ABalpppaa
-96.43624893567907,-41.9499662843321,-0.62051251002327,26.0,38.0,ABalpppaap,ABalpppaa
-82.17222041517998,-30.546694349295446,-1.0639848807897587,26.0,47.0,ABalpppap,ABalpppa
-81.95518832961848,-47.475324028439836,-1.0515731160838762,26.0,40.0,ABalpppapa,ABalpppap
-69.94950651143664,-50.046346755712555,-1.1149253888111492,26.0,41.0,ABalpppapp,ABalpppap
-52.99319773400719,-27.424481551950805,-0.46450415056663474,30.0,56.0,ABalpppp,ABalppp
-67.19945622985982,-22.40847467204402,-0.8621925851104246,30.0,49.0,ABalppppa,ABalpppp
-80.07073991286669,-34.30260313977796,-0.8807865992299435,26.0,41.0,ABalppppaa,ABalppppa
-64.58759384545094,-37.90934471281166,-0.880505700353539,24.0,41.0,ABalppppap,ABalppppa
-37.12970745029628,-23.17495335062899,-1.2525177004667478,28.0,48.0,ABalppppp,ABalpppp
-51.362150284938096,-44.68588999835799,-0.8993225078113702,26.0,42.0,ABalpppppa,ABalppppp
-29.234353130334995,-41.29282010994454,-1.2201691751971766,26.0,41.0,ABalpppppp,ABalppppp
-47.48554789542581,22.001312674409558,1.2540238988414967,38.0,88.0,ABar,ABa
-36.932827625806155,8.26780280440474,1.060523658109672,34.0,79.0,ABara,ABar
-67.91449291392306,-3.9792333135991216,1.6140251745144139,31.0,73.0,ABaraa,ABara
-84.29913839363896,-0.8989395854180691,1.0209620951837293,37.0,66.0,ABaraaa,ABaraa
-96.16274862646448,-9.89653228446952,1.307865659426328,34.0,55.0,ABaraaaa,ABaraaa
-118.25019626927708,-2.020195505216336,1.398317713610447,26.0,47.0,ABaraaaaa,ABaraaaa
-102.2598784896457,-14.977696772736737,1.2146253857887834,26.0,39.0,ABaraaaaaa,ABaraaaaa
-87.0201781151139,-0.9477342259202601,1.0355991685603185,26.0,39.0,ABaraaaaap,ABaraaaaa
-98.76323133451776,-2.03031064611358,1.4059618140558443,26.0,47.0,ABaraaaap,ABaraaaa
-91.31517209585225,-1.6076292232450324,1.2252125982018385,26.0,38.0,ABaraaaapa,ABaraaaap
-83.94463638156653,-3.9424506518164613,0.5336947410589812,26.0,38.0,ABaraaaapp,ABaraaaap
-61.2144345182125,-0.5286307760400628,0.9256007969596023,33.0,55.0,ABaraaap,ABaraaa
-87.14687417541823,8.267721138418622,1.214439542143972,26.0,49.0,ABaraaapa,ABaraaap
-88.2092792387094,-4.0381649375307465,0.5431768839161233,26.0,45.0,ABaraaapaa,ABaraaapa
-74.84587822348095,-0.9458045314393755,0.36428982807856014,26.0,45.0,ABaraaapap,ABaraaapa
-66.9887551296947,15.086562525781627,1.3298210138951594,28.0,48.0,ABaraaapp,ABaraaap
-61.210977351916924,14.286772169387495,0.9875778273123506,26.0,41.0,ABaraaappa,ABaraaapp
-45.487706911665356,21.211300471274292,0.9636784562431682,26.0,41.0,ABaraaappp,ABaraaapp
-56.13411318704886,-17.060729513176504,1.638002529672581,39.0,63.0,ABaraap,ABaraa
-76.4739731162604,-17.646896715956398,1.7786746973272025,34.0,56.0,ABaraapa,ABaraap
-93.65881946859444,-19.902015512243388,1.065840677019572,26.0,49.0,ABaraapaa,ABaraapa
-93.01200651143664,-21.145778573894383,0.8799609748252146,26.0,41.0,ABaraapaaa,ABaraapaa
-73.70224220167235,-21.323962658328465,0.20163201212125212,26.0,45.0,ABaraapaap,ABaraapaa
-68.25860291020697,-13.909928222554901,0.861591135123853,28.0,49.0,ABaraapap,ABaraapa
-58.752684064446655,-27.09646252466211,0.15117487319226322,26.0,42.0,ABaraapapa,ABaraapap
-39.37734894380321,-20.836408905359164,-0.46142566300076604,26.0,42.0,ABaraapapp,ABaraapap
-37.61123045822158,-16.779994205823428,1.9548293229405136,34.0,56.0,ABaraapp,ABaraap
-61.65991415934431,-11.065749971544351,1.0203656594263284,26.0,52.0,ABaraappa,ABaraapp
-83.09384987582848,-4.112860228389472,-0.34928779752431927,26.0,41.0,ABaraappaa,ABaraappa
-63.459500845357596,-4.680727264400552,0.09780361521806273,26.0,45.0,ABaraappap,ABaraappa
-33.154592463767386,-9.642608092983183,1.1750510138465178,26.0,49.0,ABaraappp,ABaraapp
-46.36800552597226,-2.939208297964351,0.4387385370326548,24.0,45.0,ABaraapppa,ABaraappp
-27.04386144895196,-0.38753151435015404,0.32922203216410234,26.0,43.0,ABaraapppp,ABaraappp
-15.252322716970246,8.044661149425778,0.839513840437863,33.0,73.0,ABarap,ABara
-39.76795307383483,13.597551908347393,0.04331935703440291,32.0,65.0,ABarapa,ABarap
-44.18404668056985,11.853230411306463,0.7850547908928682,31.0,55.0,ABarapaa,ABarapa
-71.18907003368844,-4.193123096526561,1.3533432019077554,26.0,48.0,ABarapaaa,ABarapaa
-62.44980555449886,-11.412375463846535,1.5379005681266504,26.0,40.0,ABarapaaaa,ABarapaaa
-47.34783187028834,-3.797243884899168,1.883624252337177,26.0,42.0,ABarapaaap,ABarapaaa
-53.372372763889246,1.0011516092318435,1.5851774834365076,26.0,48.0,ABarapaap,ABarapaa
-57.35297786884639,-5.7839868553389655,0.8635638702174937,24.0,43.0,ABarapaapa,ABarapaap
-40.465306635969654,-1.9154937046540341,1.1054816784366719,26.0,45.0,ABarapaapp,ABarapaap
-12.32340622283636,9.577787443421634,1.007712598201838,34.0,57.0,ABarapap,ABarapa
-36.10794283317943,3.3023650163863043,1.6964683585705016,26.0,49.0,ABarapapa,ABarapap
-39.88251531297994,-7.207939473339765,1.4596337804678476,24.0,43.0,ABarapapaa,ABarapapa
-23.309571015897703,-9.321997828777429,1.5500847088498109,24.0,45.0,ABarapapap,ABarapapa
-12.897173975551482,-1.4076762157262332,1.5764344027131156,26.0,49.0,ABarapapp,ABarapap
-28.0790850639521,-1.5449125103462806,1.4850773693530173,26.0,45.0,ABarapappa,ABarapapp
-6.40676692343844,-3.7460220803878883,1.1367273765269612,26.0,45.0,ABarapappp,ABarapapp
1.659297273746142,-0.30067383432789935,0.9641742148769776,33.0,65.0,ABarapp,ABarap
3.787331405548327,14.615322457427242,0.7549394889581409,30.0,56.0,ABarappa,ABarapp
-30.95386257204271,14.469751729135924,1.2636352172494574,26.0,51.0,ABarappaa,ABarappa
-26.24102139898812,13.149448302887372,1.5511272323481804,24.0,38.0,ABarappaaa,ABarappaa
-12.903042304911468,5.720876874315943,1.1950296713725699,24.0,38.0,ABarappaap,ABarappaa
-2.9122282409266695,14.34805457466438,1.2969302098584736,26.0,47.0,ABarappap,ABarappa
-10.4797855678233,25.69113885993761,1.3364015674604275,24.0,42.0,ABarappapa,ABarappap
8.289201773948854,25.29240468272242,1.3218446054351112,24.0,38.0,ABarappapp,ABarappap
26.065674321662144,10.22965239993056,0.7084114040399629,31.0,56.0,ABarappp,ABarapp
-29.048330011336304,24.025974135316943,1.0793871488167859,29.0,48.0,ABarapppa,ABarappp
-42.236405675491,19.014651154423277,0.4064728609276183,24.0,41.0,ABarapppaa,ABarapppa
-27.141578089284085,24.408329315342815,1.1889441252954343,26.0,42.0,ABarapppap,ABarapppa
-3.555130054560191,24.85604252167672,0.8039630144522545,29.0,52.0,ABarapppp,ABarappp
-24.370999668816896,34.45597484741549,0.6462763462817154,26.0,43.0,ABarappppa,ABarapppp
-5.306483539784644,37.86457699795313,1.0212763462817154,26.0,43.0,ABarappppp,ABarapppp
-10.770924808329628,43.21329075867179,-0.5259402046914712,36.0,79.0,ABarp,ABar
-41.332640234559996,45.84496784255223,-0.22698805384321238,28.0,73.0,ABarpa,ABarp
-56.89943548870938,38.56480381246925,0.028895633916123913,39.0,60.0,ABarpaa,ABarpa
-74.98562070212402,29.691957013688768,-0.35754872583997377,30.0,57.0,ABarpaaa,ABarpaa
-100.66631786531885,3.761641929422043,-0.8491053049250779,28.0,47.0,ABarpaaaa,ABarpaaa
-105.97480047423063,7.918070583704774,-1.2898935794043394,26.0,38.0,ABarpaaaaa,ABarpaaaa
-93.45742595685608,4.257838923473115,-1.732750722261482,26.0,38.0,ABarpaaaap,ABarpaaaa
-74.15188086472563,7.358217176290391,-0.6062479128318436,27.0,45.0,ABarpaaap,ABarpaaa
-75.4431418996536,10.186534633284705,-1.7832254765988966,26.0,37.0,ABarpaaapa,ABarpaaap
-60.872326449009805,12.800268538864103,-1.8952426439808718,24.0,36.0,ABarpaaapp,ABarpaaap
-40.34048769792388,40.06450877848133,-0.6181139015823656,32.0,57.0,ABarpaap,ABarpaa
-48.85964960907975,12.218594321728515,-1.407128671639432,28.0,50.0,ABarpaapa,ABarpaap
-51.73121472258034,14.216727535587536,-1.5230784924279615,26.0,41.0,ABarpaapaa,ABarpaapa
-25.34142977634378,8.173716782899362,-1.6781860193096827,26.0,41.0,ABarpaapap,ABarpaapa
-6.925759425189562,21.667231332865526,-1.4976686871794476,28.0,50.0,ABarpaapp,ABarpaap
-3.221945905376043,23.127501729135922,-1.5551064494172087,26.0,41.0,ABarpaappa,ABarpaapp
22.492720761290627,12.708835062469253,-1.7004397827505426,26.0,41.0,ABarpaappp,ABarpaapp
-25.641166031162204,19.95909921341265,0.010030657501029518,38.0,60.0,ABarpap,ABarpa
-35.37985894885431,21.327269845077954,-0.49034123202590507,31.0,55.0,ABarpapa,ABarpap
-79.71840241198703,22.396835062469254,-0.8766775002174869,26.0,48.0,ABarpapaa,ABarpapa
-87.13663023208686,22.53259665187323,-0.8265731160838758,24.0,39.0,ABarpapaaa,ABarpapaa
-66.1035176493054,33.08226552604541,-0.9242552352891742,24.0,39.0,ABarpapaap,ABarpapaa
-51.3545012260244,23.215016880651078,-0.987883898324891,26.0,48.0,ABarpapap,ABarpapa
-60.08018832961848,26.257224672858868,-1.066508181018941,24.0,38.0,ABarpapapa,ABarpapap
-35.83018832961847,25.41306882870302,-1.1480016875124481,26.0,39.0,ABarpapapp,ABarpapap
1.859011359581222,25.832732498366692,-0.6587668482776083,32.0,55.0,ABarpapp,ABarpap
-24.50865908367061,38.32125366712042,-0.6591312556187598,26.0,48.0,ABarpappa,ABarpapp
-46.53850703793718,40.78293544856964,-1.1470364365471963,24.0,36.0,ABarpappaa,ABarpappa
-25.970939470369604,41.84857251420671,-1.0254148149255746,24.0,38.0,ABarpappap,ABarpappa
1.867632208374857,38.219729230935776,-0.6840245199715651,26.0,48.0,ABarpappp,ABarpapp
-10.377099751529887,55.7205530111872,-0.5214449109556711,26.0,39.0,ABarpapppa,ABarpappp
7.667772043341909,53.3679889086231,-0.34804747505823475,26.0,39.0,ABarpapppp,ABarpappp
19.225287690424484,45.47951222782359,-0.600982564902774,30.0,73.0,ABarpp,ABarp
-6.6324090097017425,42.70217857391963,-0.6914586122670825,34.0,59.0,ABarppa,ABarpp
-11.634567196824557,35.74500260173627,-0.8904474616336144,33.0,59.0,ABarppaa,ABarppa
-4.695800977839808,3.602884211807629,-1.8205239667455018,28.0,45.0,ABarppaaa,ABarppaa
4.405165205735071,8.030168395802589,-3.708054597565358,24.0,37.0,ABarppaaaa,ABarppaaa
23.60516520573507,11.430168395802589,-3.5213879308986917,24.0,38.0,ABarppaaap,ABarppaaa
27.41618294616458,1.1111207767549685,-2.0463210152435405,24.0,48.0,ABarppaap,ABarppaa
38.55793438358164,1.9200548767107408,-3.109545252306786,24.0,38.0,ABarppaapa,ABarppaap
63.52387865602747,-1.398830572205668,-2.760009648591616,26.0,38.0,ABarppaapp,ABarppaap
22.170977171547037,29.119911985546178,-1.2719577314684913,28.0,56.0,ABarppap,ABarppa
49.61127426682567,-7.70833098919126,-1.9712225625783415,26.0,47.0,ABarppapa,ABarppap
36.24867256851953,-10.069028391346006,-2.9197458068469286,26.0,36.0,ABarppapaa,ABarppapa
62.96353200627053,-12.824048471667295,-2.439022915280663,26.0,38.0,ABarppapap,ABarppapa
87.80321624049496,-1.7405971255958457,-1.271781072684238,29.0,47.0,ABarppapp,ABarppap
83.97080479490407,-2.0401397274467103,-2.5723714354116076,26.0,36.0,ABarppappa,ABarppapp
111.56744345036628,-0.4645094753458699,-1.3711109312099263,26.0,36.0,ABarppappp,ABarppapp
38.611467029947335,37.79982013709612,-0.5553044593674581,34.0,59.0,ABarppp,ABarpp
36.58952510911671,36.587052453773595,-0.7917905073882239,32.0,55.0,ABarpppa,ABarppp
16.418716907726083,36.54519729753669,-1.098442094889271,28.0,48.0,ABarpppaa,ABarpppa
7.982942983512848,21.563501729135922,-3.1897675605283213,24.0,36.0,ABarpppaaa,ABarpppaa
28.771137427957296,24.143362840247033,-2.4265731160838766,26.0,38.0,ABarpppaap,ABarpppaa
45.04628339398701,31.72592211130152,-1.1486537954893965,26.0,48.0,ABarpppap,ABarpppa
39.65953028510014,21.85814458627878,-2.923001687512448,24.0,38.0,ABarpppapa,ABarpppap
69.14762552319539,27.018858871993068,-2.1173469256076856,24.0,38.0,ABarpppapp,ABarpppap
70.36175703072068,34.30357081376459,-1.2302000590890572,31.0,55.0,ABarpppp,ABarppp
64.94965205900056,33.81859078766009,-0.9511914366945629,26.0,47.0,ABarppppa,ABarpppp
48.93241887449817,29.189287892657934,-1.588459908536706,26.0,38.0,ABarppppaa,ABarppppa
79.0720415160076,26.38928789265793,-1.0197806632536874,26.0,38.0,ABarppppap,ABarppppa
103.93868686298556,34.93920794382518,-0.5147087093042151,28.0,47.0,ABarppppp,ABarpppp
98.34211611012783,26.04799785316693,-1.4529297052311627,26.0,37.0,ABarpppppa,ABarppppp
128.60568200160068,22.861951341539022,-0.26029404631643405,26.0,36.0,ABarpppppp,ABarppppp
11.630285978681925,18.179443758121433,0.35277471000308025,38.0,96.0,ABp,AB
0.3186917757833795,1.280893033483746,-1.5425151450693835,46.0,87.0,ABpl,ABp
-57.54848976502516,17.699466641416624,-1.3055204845049286,38.0,78.0,ABpla,ABpl
-77.83927923870938,27.822922018990994,-0.7965731160838763,30.0,73.0,ABplaa,ABpla
-87.48745442119113,23.444280317943708,-0.6214636270327811,34.0,60.0,ABplaaa,ABplaa
-108.5051751924666,8.154060495995267,-0.2291742721532403,34.0,56.0,ABplaaaa,ABplaaa
-103.5405214747342,-17.741881293638404,-1.0791611078023027,26.0,50.0,ABplaaaaa,ABplaaaa
-100.13594590537606,-16.50649827086408,-1.172239782750543,26.0,38.0,ABplaaaaaa,ABplaaaaa
-77.24927923870939,-19.36983160419741,-1.3942397827505424,30.0,40.0,ABplaaaaap,ABplaaaaa
-78.43306938860232,-12.249845879714899,-1.3126544865335554,25.0,50.0,ABplaaaap,ABplaaaa
-57.13168430200053,-10.324683924872517,-1.9379655211471676,24.0,39.0,ABplaaaapa,ABplaaaap
-37.07155771972204,-8.520886456518086,-1.8208769135522307,26.0,39.0,ABplaaaapp,ABplaaaap
-73.80707584887887,16.99288026020937,-1.1265731160838761,34.0,56.0,ABplaaap,ABplaaa
-50.31014538044167,-14.72914918949925,-1.1401557932492306,26.0,48.0,ABplaaapa,ABplaaap
-42.49957886417754,-18.494550705321004,-1.0310674981063483,24.0,38.0,ABplaaapaa,ABplaaapa
-27.263623807997764,-22.018895274609395,-1.376760382001479,26.0,38.0,ABplaaapap,ABplaaapa
-23.705495454925583,-10.425237009602817,-1.579501044011804,28.0,48.0,ABplaaapp,ABplaaap
-11.002119117863455,-22.464192127863072,-1.1510444151775319,26.0,38.0,ABplaaappa,ABplaaapp
6.142895987876729,-20.93549122151866,-1.3915277988633319,26.0,40.0,ABplaaappp,ABplaaapp
-66.98642752768275,5.746644948400814,-0.9539495419393893,34.0,62.0,ABplaap,ABplaa
-96.98499352442366,-0.8403077946736017,-0.7068588303695906,28.0,56.0,ABplaapa,ABplaap
-90.49877290959544,-20.411181815167858,-1.1738305000501208,28.0,51.0,ABplaapaa,ABplaapa
-95.18864632731696,-25.906962405885178,-1.2493579262104584,26.0,39.0,ABplaapaaa,ABplaapaa
-75.22029189693723,-29.612658608416822,-1.5623326097547618,26.0,40.0,ABplaapaap,ABplaapaa
-55.76951681970291,-22.05888847964738,-1.2915839152199455,27.0,51.0,ABplaapap,ABplaapa
-60.31726089008552,-30.00683466230138,-1.3834538500288298,26.0,41.0,ABplaapapa,ABplaapap
