hyperedge_id,parent_cell,daughter_1,daughter_2,members,birth_time,parent_x,parent_y,parent_z,hyperedge_weight
LIN_0207,Dpap,mu bod,mu bod,Dpap|mu bod|mu bod,277,404.7112368,264.2436519,14.74577723,1.0
LIN_0208,Dppa,mu bod,mu bod,Dppa|mu bod|mu bod,270,401.4305378,277.1328603,15.004295,1.0
LIN_0209,Dppp,Dpppp,Dpppa,Dppp|Dpppp|Dpppa,265,431.0704413,269.5305177,14.97491515,1.0
LIN_0210,Ealaa,int1DL,int1VL,Ealaa|int1DL|int1VL,360,317.0629542,249.1490537,15.01746751,1.0
LIN_0211,Earaa,int1DR,int1VR,Earaa|int1DR|int1VR,360,322.9341673,261.8603508,14.86689327,1.0
LIN_0212,Eplpp,int8L,int9L,Eplpp|int8L|int9L,375,477.4897414,250.7863693,15.04524707,1.0
LIN_0213,MSaaaa,MSaaaap,MSaaaaa,MSaaaa|MSaaaap|MSaaaaa,180,239.7663674,248.033085,14.89809271,1.0
LIN_0214,MSaaap,MSaaapa,MSaaapp,MSaaap|MSaaapa|MSaaapp,188,285.8585866,246.7608979,14.55882043,1.0
LIN_0215,MSaapa,MSaapaa,MSaapap,MSaapa|MSaapaa|MSaapap,180,309.8064931,239.430847,14.53090083,1.0
LIN_0216,MSaapp,MSaappa,MSaappp,MSaapp|MSaappa|MSaappp,194,358.4638942,238.2552883,14.52473266,1.0
LIN_0217,MSapaa,MSapaaa,MSapaap,MSapaa|MSapaaa|MSapaap,188,291.7738484,238.4952619,15.03987952,1.0
LIN_0218,MSapap,MSapapa,MSapapp,MSapap|MSapapa|MSapapp,188,320.9070892,236.1746556,14.90680543,1.0
LIN_0219,MSappa,MSappaa,MSappap,MSappa|MSappaa|MSappap,194,352.2790228,237.503915,14.74392639,1.0
LIN_0220,MSappp,MSapppa,MSapppp,MSappp|MSapppa|MSapppp,194,381.8782601,235.5156911,14.95978692,1.0
LIN_0221,MSpaaa,MSpaaaa,MSpaaap,MSpaaa|MSpaaaa|MSpaaap,185,291.1192282,257.1864421,14.58870242,1.0
LIN_0222,MSpaap,MSpaapp,MSpaapa,MSpaap|MSpaapp|MSpaapa,190,331.8053217,252.7093203,14.44994526,1.0
LIN_0223,MSpapa,MSpapap,MSpapaa,MSpapa|MSpapap|MSpapaa,185,355.3575334,247.5496947,14.43180635,1.0
LIN_0224,MSpapp,MSpappp,MSpappa,MSpapp|MSpappp|MSpappa,195,402.3732035,245.1062161,14.53383656,1.0
LIN_0225,MSppaa,MSppaaa,MSppaap,MSppaa|MSppaaa|MSppaap,190,334.8434979,262.8764708,14.57655841,1.0
LIN_0226,MSppap,MSppapa,MSppapp,MSppap|MSppapa|MSppapp,190,374.3145739,262.0592886,14.51867196,1.0
LIN_0227,MSpppa,MSpppap,MSpppaa,MSpppa|MSpppap|MSpppaa,195,387.8519285,256.4474587,14.48282571,1.0
LIN_0228,MSpppp,MSppppa,MSppppp,MSpppp|MSppppa|MSppppp,195,414.6258203,256.9632383,14.65372928,1.0
LIN_0229,ABalaapaa,ABalaapaap,ABalaapaaa,ABalaapaa|ABalaapaap|ABalaapaaa,240,203.2472842,262.8950245,14.79661781,1.0
LIN_0230,ABalaapap,ABalaapapp,ABalaapapa,ABalaapap|ABalaapapp|ABalaapapa,240,227.5126367,268.3756995,14.76465752,1.0
LIN_0231,ABalaappa,ABalaappaa,ABalaappap,ABalaappa|ABalaappaa|ABalaappap,240,223.3653471,269.3376868,15.1536515,1.0
LIN_0232,ABalaappp,ABalaapppp,ABalaapppa,ABalaappp|ABalaapppp|ABalaapppa,220,246.5837607,270.8104216,15.26798989,1.0
LIN_0233,ABalapaaa,ABalapaaaa,ABalapaaap,ABalapaaa|ABalapaaaa|ABalapaaap,215,202.5733013,250.3098059,15.48223028,1.0
LIN_0234,ABalapaap,ABalapaapp,ABalapaapa,ABalapaap|ABalapaapp|ABalapaapa,215,218.4482887,245.3479069,15.50168297,1.0
LIN_0235,ABalapapa,ABalapapaa,ABalapapap,ABalapapa|ABalapapaa|ABalapapap,215,231.3168415,252.6477705,15.68705704,1.0
LIN_0236,ABalapapp,ABalapappp,ABalapappa,ABalapapp|ABalapappp|ABalapappa,210,266.4525521,250.358339,15.44950959,1.0
LIN_0237,ABalappaa,ABalappaaa,ABalappaap,ABalappaa|ABalappaaa|ABalappaap,240,204.9420123,258.7692869,15.49742025,1.0
LIN_0238,ABalappap,ABalappapp,ABalappapa,ABalappap|ABalappapp|ABalappapa,215,228.366164,263.5831401,15.46353012,1.0
LIN_0239,ABalapppa,ABalapppaa,ABalapppap,ABalapppa|ABalapppaa|ABalapppap,213,256.1701712,265.6557748,15.48369957,1.0
LIN_0240,ABalpappa,ABalpappap,ABalpappaa,ABalpappa|ABalpappap|ABalpappaa,217,261.7485018,241.1823568,14.62024044,1.0
LIN_0241,ABalpappp,ABalpapppa,ABalpapppp,ABalpappp|ABalpapppa|ABalpapppp,215,294.0069703,241.9152081,14.44660857,1.0
LIN_0242,ABalppaaa,ABalppaaap,ABalppaaaa,ABalppaaa|ABalppaaap|ABalppaaaa,237,216.950005,236.8682618,15.25964386,1.0
LIN_0243,ABalppaap,ABalppaapa,ABalppaapp,ABalppaap|ABalppaapa|ABalppaapp,230,236.4428431,232.027459,15.19631279,1.0
LIN_0244,ABalppapa,ABalppapap,ABalppapaa,ABalppapa|ABalppapap|ABalppapaa,220,254.5924837,233.8286718,14.92245102,1.0
LIN_0245,ABalpppap,ABalpppapa,ABalpppapp,ABalpppap|ABalpppapa|ABalpppapp,225,262.685529,234.4712775,15.36754346,1.0
LIN_0246,ABaraaaap,ABaraaaapa,ABaraaaapp,ABaraaaap|ABaraaaapa|ABaraaaapp,250,224.5005156,257.196488,14.91723996,1.0
LIN_0247,ABarapapa,ABarapapap,ABarapapaa,ABarapapa|ABarapapap|ABarapapaa,215,297.7603647,260.8721267,14.63695654,1.0
LIN_0248,ABarapapp,ABarapappp,ABarapappa,ABarapapp|ABarapappp|ABarapappa,210,327.1134725,258.7916715,14.48922464,1.0
LIN_0249,ABarappaa,ABarappaaa,ABarappaap,ABarappaa|ABarappaaa|ABarappaap,228,295.637735,265.9298162,14.69827809,1.0
LIN_0250,ABarappap,ABarappapp,ABarappapa,ABarappap|ABarappapp|ABarappapa,220,328.3410838,266.2012889,14.54864717,1.0
LIN_0251,ABarapppa,ABarapppap,ABarapppaa,ABarapppa|ABarapppap|ABarapppaa,220,299.7410895,270.7511562,14.72465975,1.0
LIN_0252,ABarapppp,ABarappppp,ABarappppa,ABarapppp|ABarappppp|ABarappppa,218,330.9340136,271.6127943,14.63902409,1.0
LIN_0253,ABarpaaaa,ABarpaaaap,ABarpaaaaa,ABarpaaaa|ABarpaaaap|ABarpaaaaa,240,230.9854344,259.7703629,15.88516009,1.0
LIN_0254,ABarpaaap,ABarpaaapa,ABarpaaapp,ABarpaaap|ABarpaaapa|ABarpaaapp,240,258.3792251,261.6409993,15.8850886,1.0
LIN_0255,ABarpaapa,hyp7,hyp6,ABarpaapa|hyp7|hyp6,225,285.4664337,263.568031,15.51610952,1.0
LIN_0256,ABarpaapp,hyp7,hyp7,ABarpaapp|hyp7|hyp7,215,331.4146965,264.7105233,15.36004579,1.0
LIN_0257,ABarpapaa,ABarpapaaa,ABarpapaap,ABarpapaa|ABarpapaaa|ABarpapaap,235,255.4585618,272.6772112,15.63729573,1.0
LIN_0258,ABarpapap,hyp4,hyp6,ABarpapap|hyp4|hyp6,230,287.4703217,273.2901241,15.52923091,1.0
LIN_0259,ABarpappa,hyp5,XXXR,ABarpappa|hyp5|XXXR,240,308.4653583,277.0823115,15.63934691,1.0
LIN_0260,ABarpappp,H1R,H0R,ABarpappp|H1R|H0R,225,339.3578668,275.9043993,15.40221563,1.0
LIN_0261,ABarppaaa,ADEshL,H2L,ABarppaaa|ADEshL|H2L,235,341.5585724,254.658611,15.61128925,1.0
LIN_0262,ABarppaap,hyp7,ABarppaapp,ABarppaap|hyp7|ABarppaapp,230,376.5314899,252.2288473,15.41277782,1.0
LIN_0263,ABarppapa,V1L,V2L,ABarppapa|V1L|V2L,230,401.0825791,246.2469338,15.44071915,1.0
LIN_0264,ABarppapp,V6L,V4L,ABarppapp|V6L|V4L,230,445.1155319,244.9025483,15.52236128,1.0
LIN_0265,ABarpppaa,ADEshR,H2R,ABarpppaa|ADEshR|H2R,235,359.1439154,271.5220576,15.63986996,1.0
LIN_0266,ABarpppap,hyp7,ABarpppapp,ABarpppap|hyp7|ABarpppapp,230,391.3235897,270.3303663,15.48730851,1.0
LIN_0267,ABarppppa,V1R,V2R,ABarppppa|V1R|V2R,230,416.1873162,273.0072617,15.44336804,1.0
LIN_0268,ABarppppp,V6R,V4R,ABarppppp|V6R|V4R,230,456.311765,270.5480223,15.57977602,1.0
LIN_0269,ABplaaaaa,ABplaaaaaa,ABplaaaaap,ABplaaaaa|ABplaaaaaa|ABplaaaaap,235,231.3299039,247.7630856,15.86905085,1.0
LIN_0270,ABplaaaap,hyp6,hyp6,ABplaaaap|hyp6|hyp6,230,259.910291,250.078412,15.75911666,1.0
LIN_0271,ABplaaapa,XXXL,hyp5,ABplaaapa|XXXL|hyp5,240,284.5702009,248.8360926,15.76392679,1.0
LIN_0272,ABplaaapp,H1L,H0L,ABplaaapp|H1L|H0L,225,317.6957753,247.8713866,15.50349386,1.0
LIN_0273,ABalaaaala,ABalaaaalar,AINL,ABalaaaala|ABalaaaalar|AINL,325,0.0,0.0,0.0,1.0
LIN_0274,ABalaaaalp,ABalaaaalpa,ILshL,ABalaaaalp|ABalaaaalpa|ILshL,317,0.0,0.0,0.0,1.0
LIN_0275,ABalaaaarl,ABalaaaarla,RMEL,ABalaaaarl|ABalaaaarla|RMEL,310,0.0,0.0,0.0,1.0
LIN_0276,ABalaaaarr,RMER,ABalaaaarra,ABalaaaarr|RMER|ABalaaaarra,310,0.0,0.0,0.0,1.0
LIN_0277,ABalaaapal,AVDL,ILsoL,ABalaaapal|AVDL|ILsoL,285,0.0,0.0,0.0,1.0
LIN_0278,ABalaaapar,ILshDL,ABalaaaparl,ABalaaapar|ILshDL|ABalaaaparl,295,0.0,0.0,0.0,1.0
LIN_0279,ABalaaappl,ABalaaapplr,ILshDR,ABalaaappl|ABalaaapplr|ILshDR,295,0.0,0.0,0.0,1.0
LIN_0280,ABalaaappr,ILsoR,AVDR,ABalaaappr|ILsoR|AVDR,285,0.0,0.0,0.0,1.0
LIN_0281,ABalaapaaa,ABalaapaaal,AINR,ABalaapaaa|ABalaapaaal|AINR,325,201.6139022,264.9525506,14.81977187,1.0
LIN_0282,ABalaapaap,ABalaapaapa,ILshR,ABalaapaap|ABalaapaapa|ILshR,317,227.3731129,268.8921606,14.63111003,1.0
LIN_0283,ABalaapapp,ABalaapappa,CEPsoVR,ABalaapapp|ABalaapappa|CEPsoVR,295,249.8714559,274.6596987,14.73154928,1.0
LIN_0284,ABalaappap,OLQsoVR,AVAR,ABalaappap|OLQsoVR|AVAR,295,225.2695963,272.6323597,14.99799177,1.0
LIN_0285,ABalaapppa,RIAR,ABalaapppap,ABalaapppa|RIAR|ABalaapppap,310,211.0432323,272.0702231,15.34383377,1.0
LIN_0286,ABalaapppp,ABalaappppa,IL2R,ABalaapppp|ABalaappppa|IL2R,290,231.1036056,275.0394039,15.46519985,1.0
LIN_0287,ABalapaaaa,AVHL,ABalapaaaap,ABalapaaaa|AVHL|ABalapaaaap,335,188.9576708,247.22387,15.27418265,1.0
LIN_0288,ABalapaaap,CANL,OLLsoL,ABalapaaap|CANL|OLLsoL,290,203.0772302,244.8236519,15.6341269,1.0
LIN_0289,ABalapaapa,RIAL,ABalapaapap,ABalapaapa|RIAL|ABalapaapap,317,203.0554224,239.9080251,15.42731863,1.0
LIN_0290,ABalapaapp,ABalapaappa,IL2L,ABalapaapp|ABalapaappa|IL2L,285,221.0264685,236.9083539,15.46490163,1.0
LIN_0291,ABalapaappa,IL1L,ABalapaappap,ABalapaappa|IL1L|ABalapaappap,397,124.7777778,191.9722222,15.78888889,1.0
LIN_0292,ABalapapap,URYDL,ABalapapapa,ABalapapap|URYDL|ABalapapapa,285,223.3053688,249.1194049,15.76987221,1.0
LIN_0293,ABalapappa,ABalapappaa,IL2DL,ABalapappa|ABalapappaa|IL2DL,280,243.1074538,242.0160682,15.61049043,1.0
LIN_0294,ABalapappaa,IL1DL,ABalapappaap,ABalapappaa|IL1DL|ABalapappaap,390,158.2085369,239.2783326,15.85836566,1.0
LIN_0295,ABalapappp,AVJL,CEPsoDL,ABalapappp|AVJL|CEPsoDL,290,274.2699839,242.3573818,15.60541691,1.0
LIN_0296,ABalappaap,ABalappaapp,RID,ABalappaap|ABalappaapp|RID,340,196.3190119,258.1782474,15.60735169,1.0
LIN_0297,ABalappapa,ABalappapap,AVHR,ABalappapa|ABalappapap|AVHR,325,196.3375029,268.1744398,15.47599257,1.0
LIN_0298,ABalappapp,CANR,OLLsoR,ABalappapp|CANR|OLLsoR,290,212.9576913,272.3608747,15.63108517,1.0
LIN_0299,ABalapppaa,ALA,RMED,ABalapppaa|ALA|RMED,303,213.5307424,264.7664512,15.74956041,1.0
LIN_0300,ABalapppap,URYDR,ABalapppapa,ABalapppap|URYDR|ABalapppapa,285,236.8090727,268.1485681,15.88098187,1.0
LIN_0301,ABalappppa,IL2DR,ABalappppaa,ABalappppa|IL2DR|ABalappppaa,280,256.3685272,272.7973409,15.60157208,1.0
LIN_0302,ABalappppaa,IL1DR,ABalappppaap,ABalappppaa|IL1DR|ABalappppaap,390,152.4097402,268.3349206,15.34593795,1.0
LIN_0303,ABalappppp,CEPsoDR,AVJR,ABalappppp|CEPsoDR|AVJR,290,287.0524126,273.139004,15.60608973,1.0
LIN_0304,ABalpaaaaa,m2VL,e3VL,ABalpaaaaa|m2VL|e3VL,320,212.8527472,245.8930727,14.59358376,1.0
LIN_0305,ABalpaaaap,m1VL,ABalpaaaapp,ABalpaaaap|m1VL|ABalpaaaapp,320,238.7198959,246.4375152,14.55283716,1.0
LIN_0306,ABalpaaapa,m2L,ABalpaaapap,ABalpaaapa|m2L|ABalpaaapap,342,243.9557347,242.4653997,14.61057114,1.0
LIN_0307,ABalpaaapp,MCL,ABalpaaappa,ABalpaaapp|MCL|ABalpaaappa,337,265.482794,242.7429345,14.61010345,1.0
LIN_0308,ABalpaapaa,e2DL,arc post DL,ABalpaapaa|e2DL|arc post DL,300,200.9307069,248.1684192,14.68317312,1.0
LIN_0309,ABalpaapap,mc1DL,m3L,ABalpaapap|mc1DL|m3L,280,225.9461578,242.6079001,14.72249712,1.0
LIN_0310,ABalpaappa,arc post VL,arc ant DL,ABalpaappa|arc post VL|arc ant DL,305,214.9091587,236.1363209,14.66821827,1.0
LIN_0311,ABalpaappp,hyp1DL,hyp2DL,ABalpaappp|hyp1DL|hyp2DL,295,239.923476,234.0404435,14.66292331,1.0
LIN_0312,ABalpapaaa,RIPL,hyp2V,ABalpapaaa|RIPL|hyp2V,285,240.1537569,236.9291573,14.3745709,1.0
LIN_0313,ABalpapaap,ABalpapaapp,arc ant V,ABalpapaap|ABalpapaapp|arc ant V,310,265.1687058,237.3026143,14.28952286,1.0
LIN_0314,ABalpapapa,RMDDL,ABalpapapap,ABalpapapa|RMDDL|ABalpapapap,285,279.0406834,232.2116487,14.4150739,1.0
LIN_0315,ABalpapapap,SMBDL,ABalpapapapa,ABalpapapap|SMBDL|ABalpapapapa,390,279.257716,200.8518519,7.757407407,1.0
LIN_0316,ABalpapapp,SMBVL,ABalpapappa,ABalpapapp|SMBVL|ABalpapappa,305,306.1323315,231.5785932,14.33661187,1.0
LIN_0317,ABalpappaa,ABalpappaap,ABalpappaaa,ABalpappaa|ABalpappaap|ABalpappaaa,295,266.8572495,242.0998912,14.46923502,1.0
LIN_0318,ABalpappaap,ABalpappaapp,I2L,ABalpappaap|ABalpappaapp|I2L,385,233.2055556,245.6092593,10.70444445,1.0
LIN_0319,ABalpappap,mc3V,e2V,ABalpappap|mc3V|e2V,270,292.2712292,240.5230265,14.02851415,1.0
LIN_0320,ABalpapppa,ABalpapppap,I1L,ABalpapppa|ABalpapppap|I1L,318,289.2370435,243.0512549,14.41772311,1.0
LIN_0321,ABalpapppp,mc1V,m3VL,ABalpapppp|mc1V|m3VL,258,320.2683895,241.7601893,14.29521197,1.0
LIN_0322,ABalppaaap,AVAL,OLQsoVL,ABalppaaap|AVAL|OLQsoVL,295,212.3237875,231.6039225,15.06004307,1.0
LIN_0323,ABalppaapp,CEPsoVL,ABalppaappa,ABalppaapp|CEPsoVL|ABalppaappa,305,243.5939562,224.9483348,15.00085446,1.0
LIN_0324,ABalppapaa,RMDVL,ILshVL,ABalppapaa|RMDVL|ILshVL,300,241.0974363,227.886964,14.71171128,1.0
LIN_0325,ABalppapap,SAADL,ILsoVL,ABalppapap|SAADL|ILsoVL,292,265.0221872,228.8378876,14.56755256,1.0
LIN_0326,ABalppappa,BAGL,SMDVL,ABalppappa|BAGL|SMDVL,290,276.2856908,227.0413941,14.48644951,1.0
LIN_0327,ABalppappp,IL2VL,ABalppapppa,ABalppappp|IL2VL|ABalppapppa,285,303.680285,225.3431933,14.60046487,1.0
LIN_0328,ABalppapppa,IL1VL,ABalppapppap,ABalppapppa|IL1VL|ABalppapppap,410,243.4397778,220.2955556,11.4443,1.0
LIN_0329,ABalpppaaa,AVEL,OLQshVL,ABalpppaaa|AVEL|OLQshVL,315,220.9052029,226.905043,15.30700893,1.0
LIN_0330,ABalpppaap,OLLshL,ABalpppaapv,ABalpppaap|OLLshL|ABalpppaapv,320,231.9203246,226.2306738,15.58593104,1.0
LIN_0331,ABalpppapa,RMDL,AFDL,ABalpppapa|RMDL|AFDL,305,244.7220789,223.5517,15.17732461,1.0
LIN_0332,ABalpppapp,ABalpppappa,ABalpppappp,ABalpppapp|ABalpppappa|ABalpppappp,285,263.8802629,223.0403708,15.37460802,1.0
LIN_0333,ABalpppappp,ASKL,ABalpppapppp,ABalpppappp|ASKL|ABalpppapppp,375,196.8008621,134.9952299,17.43405172,1.0
LIN_0334,ABalppppaa,ABalppppaav,ADLL,ABalppppaa|ABalppppaav|ADLL,290,246.5925636,232.6381989,15.29343595,1.0
LIN_0335,ABalppppap,ABalppppapp,ABalppppapa,ABalppppap|ABalppppapp|ABalppppapa,300,266.6621466,231.2042489,15.53625372,1.0
LIN_0336,ABalppppapa,ABalppppapap,OLLL,ABalppppapa|ABalppppapap|OLLL,410,205.5523288,201.1207851,17.60899691,1.0
LIN_0337,ABalpppppa,ADFL,AWBL,ABalpppppa|ADFL|AWBL,280,283.7032852,232.200039,15.18229729,1.0
LIN_0338,ABalpppppp,ABalppppppp,ABalppppppa,ABalpppppp|ABalppppppp|ABalppppppa,255,312.5437453,227.1155629,15.38889913,1.0
LIN_0339,ABalppppppa,ABalppppppap,ASEL,ABalppppppa|ABalppppppap|ASEL,342,270.9822206,220.9595001,15.66831194,1.0
LIN_0340,ABalppppppp,AUAL,ASJL,ABalppppppp|AUAL|ASJL,342,294.8133809,212.2663543,15.90570281,1.0
LIN_0341,ABaraaaaaa,e1VL,m1L,ABaraaaaaa|e1VL|m1L,325,197.4114857,254.0341153,14.76685816,1.0
LIN_0342,ABaraaaaap,e1VR,m1R,ABaraaaaap|e1VR|m1R,330,216.0538033,260.8454247,14.85744037,1.0
LIN_0343,ABaraaaapa,e1D,ABaraaaapaa,ABaraaaapa|e1D|ABaraaaapaa,325,207.3605038,257.635996,14.83144362,1.0
LIN_0344,ABaraaapaa,e2DR,arc post DR,ABaraaapaa|e2DR|arc post DR,295,214.2307467,256.4923609,14.63379051,1.0
LIN_0345,ABaraaapap,mc1DR,m4R,ABaraaapap|mc1DR|m4R,280,241.1137784,257.2859121,14.60842357,1.0
LIN_0346,ABaraaappa,arc post D,arc post VR,ABaraaappa|arc post D|arc post VR,305,234.8780345,263.7465399,14.65087904,1.0
LIN_0347,ABaraaappp,hyp1DR,arc ant DR,ABaraaappp|hyp1DR|arc ant DR,300,257.1605471,266.4827969,14.62506088,1.0
LIN_0348,ABaraapaaa,m1DL,e3D,ABaraapaaa|m1DL|e3D,300,217.3666296,250.2506239,14.70608594,1.0
LIN_0349,ABaraapaap,m2DL,mc2DL,ABaraapaap|m2DL|mc2DL,290,241.0799009,249.6207086,14.72507059,1.0
LIN_0350,ABaraapapa,m5L,ABaraapapaa,ABaraapapa|m5L|ABaraapapaa,280,258.98341,246.3363128,14.62829785,1.0
LIN_0351,ABaraapapaa,NSML,ABaraapapaad,ABaraapapaa|NSML|ABaraapapaad,415,229.1980733,247.5866798,14.59889022,1.0
LIN_0352,ABaraapapp,M2L,M3L,ABaraapapp|M2L|M3L,325,283.1968596,247.9535187,14.63484431,1.0
LIN_0353,ABaraappaa,MI,m1DR,ABaraappaa|MI|m1DR,305,231.9304318,259.1645,14.7731972,1.0
LIN_0354,ABaraappap,mc2DR,m2DR,ABaraappap|mc2DR|m2DR,290,257.7659061,258.2671462,14.69242816,1.0
LIN_0355,ABaraapppa,ABaraapppaa,m5R,ABaraapppa|ABaraapppaa|m5R,280,280.0132789,258.6021796,14.59599124,1.0
LIN_0356,ABaraapppaa,NSMR,ABaraapppaad,ABaraapppaa|NSMR|ABaraapppaad,415,266.228865,276.3400289,14.74761261,1.0
LIN_0357,ABaraapppp,M3R,M2R,ABaraapppp|M3R|M2R,320,306.4971676,259.303001,14.72136272,1.0
LIN_0358,ABarapaaaa,e3VR,m2VR,ABarapaaaa|e3VR|m2VR,318,255.8151487,255.3968112,14.67581452,1.0
LIN_0359,ABarapaaap,m1VR,ABarapaaapp,ABarapaaap|m1VR|ABarapaaapp,320,275.4821419,255.4284458,14.57096545,1.0
LIN_0360,ABarapaapa,m2R,ABarapaapap,ABarapaapa|m2R|ABarapaapap,340,261.1912872,256.8151816,14.54865374,1.0
LIN_0361,ABarapaapp,MCR,m3R,ABarapaapp|MCR|m3R,290,284.8762907,256.487369,14.45906311,1.0
LIN_0362,ABarapapaa,ABarapapaap,ABarapapaaa,ABarapapaa|ABarapapaap|ABarapapaaa,308,289.5874098,258.0181299,14.22876545,1.0
LIN_0363,ABarapapaap,I2R,ABarapapaapp,ABarapapaap|I2R|ABarapapaapp,385,237.3333334,275.25,12.49666667,1.0
LIN_0364,ABarapapap,arc post V,I5,ABarapapap|arc post V|I5,280,314.8780904,255.0642305,14.18539919,1.0
LIN_0365,ABarapappa,ABarapappap,I1R,ABarapappa|ABarapappap|I1R,318,304.5471773,256.2111206,14.48647173,1.0
LIN_0366,ABarapappp,m3VR,mc2V,ABarapappp|m3VR|mc2V,265,334.3402244,255.9416295,14.32912132,1.0
LIN_0367,ABarappaaa,ABarappaaap,RIPR,ABarappaaa|ABarappaaap|RIPR,305,290.5475653,266.2076862,14.53336834,1.0
LIN_0368,ABarappaap,hyp1V,ABarappaapp,ABarappaap|hyp1V|ABarappaapp,315,315.9331185,265.161059,14.42894419,1.0
LIN_0369,ABarappapa,ABarappapap,RMDDR,ABarappapa|ABarappapap|RMDDR,292,319.1717925,271.3362772,14.42925941,1.0
LIN_0370,ABarappapap,SMBDR,ABarappapapa,ABarappapap|SMBDR|ABarappapapa,405,335.8545455,338.5860606,12.54672727,1.0
LIN_0371,ABarappapp,SMBVR,DB2,ABarappapp|SMBVR|DB2,300,348.1992253,269.3022956,14.43810612,1.0
LIN_0372,ABarapppaa,RMDVR,ILshVR,ABarapppaa|RMDVR|ILshVR,295,264.4860311,270.9418977,14.658701,1.0
LIN_0373,ABarapppap,SAADR,ILsoVR,ABarapppap|SAADR|ILsoVR,295,288.2776794,270.6113678,14.62901494,1.0
LIN_0374,ABarappppa,SMDVR,BAGR,ABarappppa|SMDVR|BAGR,295,297.1156321,274.4663535,14.7966663,1.0
LIN_0375,ABarappppp,ABarapppppa,IL2VR,ABarappppp|ABarapppppa|IL2VR,290,322.3696597,277.5172789,14.74901769,1.0
LIN_0376,ABarapppppa,IL1VR,ABarapppppap,ABarapppppa|IL1VR|ABarapppppap,310,311.9090909,313.1023173,14.32370767,1.0
LIN_0377,ABarpaaaaa,OLQsoDL,OLQsoDR,ABarpaaaaa|OLQsoDL|OLQsoDR,320,214.7686601,261.1069696,16.1111579,1.0
LIN_0378,ABarpaaaap,CEPshDL,OLQshDL,ABarpaaaap|CEPshDL|OLQshDL,320,235.7948639,254.9929298,16.00684543,1.0
LIN_0379,ABarpaaapa,CEPshDR,OLQshDR,ABarpaaapa|CEPshDR|OLQshDR,315,245.4255409,262.1340548,15.86403349,1.0
LIN_0380,ABarpapaaa,URADR,CEMDR,ABarpapaaa|URADR|CEMDR,320,233.0648288,272.9131257,16.21418838,1.0
LIN_0381,ABarpapaap,ABarpapaapp,ABarpapaapa,ABarpapaap|ABarpapaapp|ABarpapaapa,295,259.4695726,274.6557737,16.08890471,1.0
LIN_0382,ABarpapaapp,URXR,CEPDR,ABarpapaapp|URXR|CEPDR,380,214.018254,321.4519842,24.28996032,1.0
LIN_0383,ABarppaapp,BDUL,ALML,ABarppaapp|BDUL|ALML,435,420.7730926,240.8574922,15.82597164,1.0
LIN_0384,ABarpppapp,BDUR,ALMR,ABarpppapp|BDUR|ALMR,435,420.947141,275.7523661,15.64305791,1.0
LIN_0385,ABplaaaaaa,CEMDL,URADL,ABplaaaaaa|CEMDL|URADL,320,228.9490933,246.0216649,16.17089487,1.0
LIN_0386,ABplaaaaap,ABplaaaaapp,ABplaaaaapa,ABplaaaaap|ABplaaaaapp|ABplaaaaapa,295,254.9683412,245.5048237,16.05802622,1.0
LIN_0387,ABplaaaaapp,URXL,CEPDL,ABplaaaaapp|URXL|CEPDL,380,221.6865497,213.7052632,23.15418129,1.0
LIN_0388,ABplaapaa,ABplaapaap,ABplaapaaa,ABplaapaa|ABplaapaap|ABplaapaaa,230,257.4897809,238.6757854,15.71530842,1.0
LIN_0389,ABplaapaaa,ILsoDL,hyp3,ABplaapaaa|ILsoDL|hyp3,310,235.6471168,236.3803366,15.94370386,1.0
LIN_0390,ABplaapaap,AMshL,URBL,ABplaapaap|AMshL|URBL,290,262.6979038,234.6737184,15.79954063,1.0
LIN_0391,ABplaapap,ABplaapapp,ABplaapapa,ABplaapap|ABplaapapp|ABplaapapa,230,294.5115764,237.9564614,15.74057266,1.0
LIN_0392,ABplaapapa,AWAL,ASGL,ABplaapapa|AWAL|ASGL,310,277.3841984,228.689588,15.74676905,1.0
LIN_0393,ABplaapapp,AIBL,ABplaapappp,ABplaapapp|AIBL|ABplaapappp,285,301.1146793,231.3536435,15.74561657,1.0
LIN_0394,ABplaapappp,ABplaapapppp,ASIL,ABplaapappp|ABplaapapppp|ASIL,400,241.224359,256.4065171,14.78007479,1.0
LIN_0395,ABplaappa,hyp6,hyp4,ABplaappa|hyp6|hyp4,230,316.6590138,233.9419847,15.54167587,1.0
LIN_0396,ABplaappp,hyp7,hyp7,ABplaappp|hyp7|hyp7,215,353.6677632,233.1511667,15.45707218,1.0
LIN_0397,ABplapaaa,ABplapaaaa,ABplapaaap,ABplapaaa|ABplapaaaa|ABplapaaap,220,335.7859539,241.380663,15.58919645,1.0
LIN_0398,ABplapaaaa,ABplapaaaap,ABplapaaaaa,ABplapaaaa|ABplapaaaap|ABplapaaaaa,307,344.2781827,238.776617,15.33330203,1.0
LIN_0399,ABplapaaaap,ADAL,ADEL,ABplapaaaap|ADAL|ADEL,425,367.4028408,224.5596803,15.4254101,1.0
LIN_0400,ABplapaaap,ABplapaaapa,RMGL,ABplapaaap|ABplapaaapa|RMGL,306,368.6219505,237.0900051,15.41546723,1.0
LIN_0401,ABplapaaapa,AIZL,FLPL,ABplapaaapa|AIZL|FLPL,425,370.9420001,209.3077499,15.38719449,1.0
