motif_id,adult_A,adult_B,adult_C,embryo_A_wormbase_raw,embryo_B_wormbase_raw,embryo_C_wormbase_raw,embryo_A_sulston,embryo_B_sulston,embryo_C_sulston,synapses_A_to_B,synapses_A_to_C,synapses_B_to_C,total_synapses,hyperedge_weight_w_e,neurotransmitter_A,all_embryo_mapped
FFL_0134,ADER,AVJR,AVAR,AB prapaaaapa,AB alapppppa,AB alaappapa,ABprapaaaapa,ABalapppppa,ABalaappapa,1.0,1.0,1.0,3.0,1.386294,exc,True
FFL_0135,ADER,AVJR,AVDR,AB prapaaaapa,AB alapppppa,AB alaaapprl,ABprapaaaapa,ABalapppppa,ABalaaapprl,1.0,2.0,3.0,6.0,1.94591,exc,True
FFL_0136,ADER,AVJR,AVER,AB prapaaaapa,AB alapppppa,AB praaaaaaa,ABprapaaaapa,ABalapppppa,ABpraaaaaaa,1.0,1.0,3.0,5.0,1.791759,exc,True
FFL_0137,ADER,AVKL,AVER,AB prapaaaapa,AB plpapapap,AB praaaaaaa,ABprapaaaapa,ABplpapapap,ABpraaaaaaa,1.0,1.0,1.0,3.0,1.386294,exc,True
FFL_0138,ADER,AVKR,RMDR,AB prapaaaapa,AB prpapapap,AB praaaapad,ABprapaaaapa,ABprpapapap,ABpraaaapa,1.0,2.0,1.0,4.0,1.609438,exc,True
FFL_0139,ADER,CEPDR,OLLR,AB prapaaaapa,AB arpapaappa,AB praaapapaa,ABprapaaaapa,ABarpapaappa,ABpraaapapaa,1.0,2.0,8.0,11.0,2.484907,exc,True
FFL_0140,ADER,FLPL,ADEL,AB prapaaaapa,AB plapaaapad,AB plapaaaapa,ABprapaaaapa,ABplapaaapa,ABplapaaaapa,1.0,2.0,2.0,5.0,1.791759,exc,True
FFL_0141,ADER,FLPL,AVAL,AB prapaaaapa,AB plapaaapad,AB alppaaapa,ABprapaaaapa,ABplapaaapa,ABalppaaapa,1.0,5.0,14.0,20.0,3.044522,exc,True
FFL_0142,ADER,FLPL,AVAR,AB prapaaaapa,AB plapaaapad,AB alaappapa,ABprapaaaapa,ABplapaaapa,ABalaappapa,1.0,1.0,17.0,19.0,2.995732,exc,True
FFL_0143,ADER,FLPL,AVDR,AB prapaaaapa,AB plapaaapad,AB alaaapprl,ABprapaaaapa,ABplapaaapa,ABalaaapprl,1.0,2.0,13.0,16.0,2.833213,exc,True
FFL_0144,ADER,FLPL,FLPR,AB prapaaaapa,AB plapaaapad,AB prapaaapad,ABprapaaaapa,ABplapaaapa,ABprapaaapa,1.0,1.0,1.0,3.0,1.386294,exc,True
FFL_0145,ADER,FLPR,AVAL,AB prapaaaapa,AB prapaaapad,AB alppaaapa,ABprapaaaapa,ABprapaaapa,ABalppaaapa,1.0,5.0,12.0,18.0,2.944439,exc,True
FFL_0146,ADER,FLPR,AVAR,AB prapaaaapa,AB prapaaapad,AB alaappapa,ABprapaaaapa,ABprapaaapa,ABalaappapa,1.0,1.0,5.0,7.0,2.079442,exc,True
FFL_0147,ADER,FLPR,AVDR,AB prapaaaapa,AB prapaaapad,AB alaaapprl,ABprapaaaapa,ABprapaaapa,ABalaaapprl,1.0,2.0,1.0,4.0,1.609438,exc,True
FFL_0148,ADER,FLPR,AVER,AB prapaaaapa,AB prapaaapad,AB praaaaaaa,ABprapaaaapa,ABprapaaapa,ABpraaaaaaa,1.0,1.0,2.0,4.0,1.609438,exc,True
FFL_0149,ADER,FLPR,AVJR,AB prapaaaapa,AB prapaaapad,AB alapppppa,ABprapaaaapa,ABprapaaapa,ABalapppppa,1.0,1.0,1.0,3.0,1.386294,exc,True
FFL_0150,ADER,FLPR,FLPL,AB prapaaaapa,AB prapaaapad,AB plapaaapad,ABprapaaaapa,ABprapaaapa,ABplapaaapa,1.0,1.0,2.0,4.0,1.609438,exc,True
FFL_0151,ADER,OLLR,CEPDR,AB prapaaaapa,AB praaapapaa,AB arpapaappa,ABprapaaaapa,ABpraaapapaa,ABarpapaappa,2.0,1.0,1.0,4.0,1.609438,exc,True
FFL_0152,ADER,PVR,AVJR,AB prapaaaapa,C aappv,AB alapppppa,ABprapaaaapa,Caappv,ABalapppppa,1.0,1.0,2.0,4.0,1.609438,exc,True
FFL_0153,ADER,PVR,AVKL,AB prapaaaapa,C aappv,AB plpapapap,ABprapaaaapa,Caappv,ABplpapapap,1.0,1.0,1.0,3.0,1.386294,exc,True
FFL_0154,ADER,RIGL,AVER,AB prapaaaapa,AB plppappaa,AB praaaaaaa,ABprapaaaapa,ABplppappaa,ABpraaaaaaa,7.0,1.0,1.0,9.0,2.302585,exc,True
FFL_0155,ADER,RIGL,AVKR,AB prapaaaapa,AB plppappaa,AB prpapapap,ABprapaaaapa,ABplppappaa,ABprpapapap,7.0,1.0,2.0,10.0,2.397895,exc,True
FFL_0156,ADER,RIGR,AVER,AB prapaaaapa,AB prppappaa,AB praaaaaaa,ABprapaaaapa,ABprppappaa,ABpraaaaaaa,4.0,1.0,2.0,7.0,2.079442,exc,True
FFL_0157,ADER,RIGR,AVKL,AB prapaaaapa,AB prppappaa,AB plpapapap,ABprapaaaapa,ABprppappaa,ABplpapapap,4.0,1.0,4.0,9.0,2.302585,exc,True
FFL_0158,ADER,RIGR,AVKR,AB prapaaaapa,AB prppappaa,AB prpapapap,ABprapaaaapa,ABprppappaa,ABprpapapap,4.0,1.0,1.0,6.0,1.94591,exc,True
FFL_0159,ADER,RIH,CEPDR,AB prapaaaapa,AB prpappaaa,AB arpapaappa,ABprapaaaapa,ABprpappaaa,ABarpapaappa,1.0,1.0,1.0,3.0,1.386294,exc,True
FFL_0160,ADER,RMDR,AVKL,AB prapaaaapa,AB praaaapad,AB plpapapap,ABprapaaaapa,ABpraaaapa,ABplpapapap,2.0,1.0,1.0,4.0,1.609438,exc,True
FFL_0161,ADER,SAAVR,AVAR,AB prapaaaapa,AB prpaaaaaa,AB alaappapa,ABprapaaaapa,ABprpaaaaaa,ABalaappapa,1.0,1.0,13.0,15.0,2.772589,exc,True
FFL_0162,ADFL,AIZL,RIAL,AB alpppppaa,AB plapaaapav,AB alapaapaa,ABalpppppaa,ABplapaaapa,ABalapaapaa,12.0,15.0,8.0,35.0,3.583519,exc,True
FFL_0163,ADFL,AIZL,RIGL,AB alpppppaa,AB plapaaapav,AB plppappaa,ABalpppppaa,ABplapaaapa,ABplppappaa,12.0,1.0,1.0,14.0,2.70805,exc,True
FFL_0164,ADFL,AIZL,SMBVL,AB alpppppaa,AB plapaaapav,AB alpapappp,ABalpppppaa,ABplapaaapa,ABalpapappp,12.0,2.0,7.0,21.0,3.091042,exc,True
FFL_0165,ADFL,AUAL,RIAL,AB alpppppaa,AB alpppppppp,AB alapaapaa,ABalpppppaa,ABalpppppppp,ABalapaapaa,5.0,15.0,5.0,25.0,3.258097,exc,True
FFL_0166,ADFL,RIGL,RIR,AB alpppppaa,AB plppappaa,AB prpapppaa,ABalpppppaa,ABplppappaa,ABprpapppaa,1.0,2.0,2.0,5.0,1.791759,exc,True
FFL_0167,ADFL,RIR,AIZL,AB alpppppaa,AB prpapppaa,AB plapaaapav,ABalpppppaa,ABprpapppaa,ABplapaaapa,2.0,12.0,3.0,17.0,2.890372,exc,True
FFL_0168,ADFL,RIR,AUAL,AB alpppppaa,AB prpapppaa,AB alpppppppp,ABalpppppaa,ABprpapppaa,ABalpppppppp,2.0,5.0,1.0,8.0,2.197225,exc,True
FFL_0169,ADFL,RIR,RIAL,AB alpppppaa,AB prpapppaa,AB alapaapaa,ABalpppppaa,ABprpapppaa,ABalapaapaa,2.0,15.0,5.0,22.0,3.135494,exc,True
FFL_0170,ADFL,RIR,RIGL,AB alpppppaa,AB prpapppaa,AB plppappaa,ABalpppppaa,ABprpapppaa,ABplppappaa,2.0,1.0,1.0,4.0,1.609438,exc,True
FFL_0171,ADFR,AIYR,AIZR,AB praaappaa,AB prpapaaap,AB prapaaapav,ABpraaappaa,ABprpapaaap,ABprapaaapa,1.0,8.0,8.0,17.0,2.890372,exc,True
FFL_0172,ADFR,AIYR,RIAR,AB praaappaa,AB prpapaaap,AB alaapppaa,ABpraaappaa,ABprpapaaap,ABalaapppaa,1.0,16.0,6.0,23.0,3.178054,exc,True
FFL_0173,ADFR,AIZR,RIAR,AB praaappaa,AB prapaaapav,AB alaapppaa,ABpraaappaa,ABprapaaapa,ABalaapppaa,8.0,16.0,7.0,31.0,3.465736,exc,True
FFL_0174,ADFR,AIZR,SMBDR,AB praaappaa,AB prapaaapav,AB arappapapp,ABpraaappaa,ABprapaaapa,ABarappapapp,8.0,1.0,5.0,14.0,2.70805,exc,True
FFL_0175,ADFR,AIZR,SMBVR,AB praaappaa,AB prapaaapav,AB arappappp,ABpraaappaa,ABprapaaapa,ABarappappp,8.0,2.0,3.0,13.0,2.639057,exc,True
FFL_0176,ADFR,ASHR,ADAR,AB praaappaa,AB prpaappaa,AB prapaaaapp,ABpraaappaa,ABprpaappaa,ABprapaaaapp,1.0,1.0,2.0,4.0,1.609438,exc,True
FFL_0177,ADFR,ASHR,PVPR,AB praaappaa,AB prpaappaa,AB prppppaaa,ABpraaappaa,ABprpaappaa,ABprppppaaa,1.0,1.0,1.0,3.0,1.386294,exc,True
FFL_0178,ADFR,ASHR,RIAR,AB praaappaa,AB prpaappaa,AB alaapppaa,ABpraaappaa,ABprpaappaa,ABalaapppaa,1.0,16.0,2.0,19.0,2.995732,exc,True
FFL_0179,ADFR,AUAR,AIYR,AB praaappaa,AB praaappppp,AB prpapaaap,ABpraaappaa,ABpraaappppp,ABprpapaaap,4.0,1.0,1.0,6.0,1.94591,exc,True
FFL_0180,ADFR,AUAR,RIAR,AB praaappaa,AB praaappppp,AB alaapppaa,ABpraaappaa,ABpraaappppp,ABalaapppaa,4.0,16.0,6.0,26.0,3.295837,exc,True
FFL_0181,ADFR,AUAR,URXR,AB praaappaa,AB praaappppp,AB arpapaappp,ABpraaappaa,ABpraaappppp,ABarpapaappp,4.0,1.0,1.0,6.0,1.94591,exc,True
FFL_0182,ADFR,AWBR,AIZR,AB praaappaa,AB praaappap,AB prapaaapav,ABpraaappaa,ABpraaappap,ABprapaaapa,1.0,8.0,4.0,13.0,2.639057,exc,True
FFL_0183,ADFR,AWBR,ASHR,AB praaappaa,AB praaappap,AB prpaappaa,ABpraaappaa,ABpraaappap,ABprpaappaa,1.0,1.0,2.0,4.0,1.609438,exc,True
FFL_0184,ADFR,AWBR,RIAR,AB praaappaa,AB praaappap,AB alaapppaa,ABpraaappaa,ABpraaappap,ABalaapppaa,1.0,16.0,1.0,18.0,2.944439,exc,True
FFL_0185,ADFR,AWBR,RIR,AB praaappaa,AB praaappap,AB prpapppaa,ABpraaappaa,ABpraaappap,ABprpapppaa,1.0,3.0,2.0,6.0,1.94591,exc,True
FFL_0186,ADFR,AWBR,SMBVR,AB praaappaa,AB praaappap,AB arappappp,ABpraaappaa,ABpraaappap,ABarappappp,1.0,2.0,1.0,4.0,1.609438,exc,True
FFL_0187,ADFR,PVPR,ASHR,AB praaappaa,AB prppppaaa,AB prpaappaa,ABpraaappaa,ABprppppaaa,ABprpaappaa,1.0,1.0,1.0,3.0,1.386294,exc,True
FFL_0188,ADFR,PVPR,RIAR,AB praaappaa,AB prppppaaa,AB alaapppaa,ABpraaappaa,ABprppppaaa,ABalaapppaa,1.0,16.0,2.0,19.0,2.995732,exc,True
FFL_0189,ADFR,PVPR,RIGR,AB praaappaa,AB prppppaaa,AB prppappaa,ABpraaappaa,ABprppppaaa,ABprppappaa,1.0,3.0,1.0,5.0,1.791759,exc,True
FFL_0190,ADFR,RIGR,RIR,AB praaappaa,AB prppappaa,AB prpapppaa,ABpraaappaa,ABprppappaa,ABprpapppaa,3.0,3.0,1.0,7.0,2.079442,exc,True
FFL_0191,ADFR,RIR,AIZR,AB praaappaa,AB prpapppaa,AB prapaaapav,ABpraaappaa,ABprpapppaa,ABprapaaapa,3.0,8.0,5.0,16.0,2.833213,exc,True
FFL_0192,ADFR,RIR,AWBR,AB praaappaa,AB prpapppaa,AB praaappap,ABpraaappaa,ABprpapppaa,ABpraaappap,3.0,1.0,1.0,5.0,1.791759,exc,True
FFL_0193,ADFR,RIR,RIAR,AB praaappaa,AB prpapppaa,AB alaapppaa,ABpraaappaa,ABprpapppaa,ABalaapppaa,3.0,16.0,1.0,20.0,3.044522,exc,True
FFL_0194,ADFR,RIR,URXR,AB praaappaa,AB prpapppaa,AB arpapaappp,ABpraaappaa,ABprpapppaa,ABarpapaappp,3.0,1.0,1.0,5.0,1.791759,exc,True
FFL_0195,ADFR,URXR,AUAR,AB praaappaa,AB arpapaappp,AB praaappppp,ABpraaappaa,ABarpapaappp,ABpraaappppp,1.0,4.0,4.0,9.0,2.302585,exc,True
FFL_0196,ADFR,URXR,RIAR,AB praaappaa,AB arpapaappp,AB alaapppaa,ABpraaappaa,ABarpapaappp,ABalaapppaa,1.0,16.0,3.0,20.0,3.044522,exc,True
FFL_0197,ADFR,URXR,RIGR,AB praaappaa,AB arpapaappp,AB prppappaa,ABpraaappaa,ABarpapaappp,ABprppappaa,1.0,3.0,2.0,6.0,1.94591,exc,True
FFL_0198,ADLL,AIAL,AIBL,AB alppppaad,AB plppaappa,AB plaapappa,ABalppppaa,ABplppaappa,ABplaapappa,6.0,7.0,10.0,23.0,3.178054,exc,True
FFL_0199,ADLL,AIAL,ASER,AB alppppaad,AB plppaappa,AB praaapppaa,ABalppppaa,ABplppaappa,ABpraaapppaa,6.0,3.0,3.0,12.0,2.564949,exc,True
FFL_0200,ADLL,AIAL,ASHL,AB alppppaad,AB plppaappa,AB plpaappaa,ABalppppaa,ABplppaappa,ABplpaappaa,6.0,2.0,1.0,9.0,2.302585,exc,True
FFL_0201,ADLL,AIBL,ASER,AB alppppaad,AB plaapappa,AB praaapppaa,ABalppppaa,ABplaapappa,ABpraaapppaa,7.0,3.0,1.0,11.0,2.484907,exc,True
FFL_0202,ADLL,AIBL,AVAL,AB alppppaad,AB plaapappa,AB alppaaapa,ABalppppaa,ABplaapappa,ABalppaaapa,7.0,2.0,2.0,11.0,2.484907,exc,True
FFL_0203,ADLL,AIBL,AVBL,AB alppppaad,AB plaapappa,AB plpaapaap,ABalppppaa,ABplaapappa,ABplpaapaap,7.0,2.0,5.0,14.0,2.70805,exc,True
FFL_0204,ADLL,AIBR,AVAR,AB alppppaad,AB praapappa,AB alaappapa,ABalppppaa,ABpraapappa,ABalaappapa,1.0,3.0,1.0,5.0,1.791759,exc,True
FFL_0205,ADLL,ALA,AVAL,AB alppppaad,AB alapppaaa,AB alppaaapa,ABalppppaa,ABalapppaaa,ABalppaaapa,2.0,2.0,1.0,5.0,1.791759,exc,True
FFL_0206,ADLL,ASER,AIAL,AB alppppaad,AB praaapppaa,AB plppaappa,ABalppppaa,ABpraaapppaa,ABplppaappa,3.0,6.0,1.0,10.0,2.397895,exc,True
FFL_0207,ADLL,ASER,AIBL,AB alppppaad,AB praaapppaa,AB plaapappa,ABalppppaa,ABpraaapppaa,ABplaapappa,3.0,7.0,2.0,12.0,2.564949,exc,True
FFL_0208,ADLL,ASER,AIBR,AB alppppaad,AB praaapppaa,AB praapappa,ABalppppaa,ABpraaapppaa,ABpraapappa,3.0,1.0,10.0,14.0,2.70805,exc,True
FFL_0209,ADLL,ASHL,AIAL,AB alppppaad,AB plpaappaa,AB plppaappa,ABalppppaa,ABplpaappaa,ABplppaappa,2.0,6.0,7.0,15.0,2.772589,exc,True
FFL_0210,ADLL,ASHL,AIBL,AB alppppaad,AB plpaappaa,AB plaapappa,ABalppppaa,ABplpaappaa,ABplaapappa,2.0,7.0,5.0,14.0,2.70805,exc,True
FFL_0211,ADLL,ASHL,AVAL,AB alppppaad,AB plpaappaa,AB alppaaapa,ABalppppaa,ABplpaappaa,ABalppaaapa,2.0,2.0,2.0,6.0,1.94591,exc,True
FFL_0212,ADLL,ASHL,AVBL,AB alppppaad,AB plpaappaa,AB plpaapaap,ABalppppaa,ABplpaappaa,ABplpaapaap,2.0,2.0,6.0,10.0,2.397895,exc,True
FFL_0213,ADLL,ASHL,AVDL,AB alppppaad,AB plpaappaa,AB alaaapalr,ABalppppaa,ABplpaappaa,ABalaaapalr,2.0,1.0,2.0,5.0,1.791759,exc,True
FFL_0214,ADLL,ASHL,AVDR,AB alppppaad,AB plpaappaa,AB alaaapprl,ABalppppaa,ABplpaappaa,ABalaaapprl,2.0,4.0,2.0,8.0,2.197225,exc,True
FFL_0215,ADLL,ASHL,RIPL,AB alppppaad,AB plpaappaa,AB alpapaaaa,ABalppppaa,ABplpaappaa,ABalpapaaaa,2.0,1.0,1.0,4.0,1.609438,exc,True
FFL_0216,ADLL,AVAL,AVAR,AB alppppaad,AB alppaaapa,AB alaappapa,ABalppppaa,ABalppaaapa,ABalaappapa,2.0,3.0,2.0,7.0,2.079442,exc,True
FFL_0217,ADLL,AVAL,AVDL,AB alppppaad,AB alppaaapa,AB alaaapalr,ABalppppaa,ABalppaaapa,ABalaaapalr,2.0,1.0,1.0,4.0,1.609438,exc,True
FFL_0218,ADLL,AVAR,AVAL,AB alppppaad,AB alaappapa,AB alppaaapa,ABalppppaa,ABalaappapa,ABalppaaapa,3.0,2.0,1.0,6.0,1.94591,exc,True
FFL_0219,ADLL,AVAR,AVBL,AB alppppaad,AB alaappapa,AB plpaapaap,ABalppppaa,ABalaappapa,ABplpaapaap,3.0,2.0,1.0,6.0,1.94591,exc,True
FFL_0220,ADLL,AVAR,AVDL,AB alppppaad,AB alaappapa,AB alaaapalr,ABalppppaa,ABalaappapa,ABalaaapalr,3.0,1.0,1.0,5.0,1.791759,exc,True
FFL_0221,ADLL,AVAR,AVDR,AB alppppaad,AB alaappapa,AB alaaapprl,ABalppppaa,ABalaappapa,ABalaaapprl,3.0,4.0,2.0,9.0,2.302585,exc,True
FFL_0222,ADLL,AVBL,AVAL,AB alppppaad,AB plpaapaap,AB alppaaapa,ABalppppaa,ABplpaapaap,ABalppaaapa,2.0,2.0,7.0,11.0,2.484907,exc,True
FFL_0223,ADLL,AVBL,AVAR,AB alppppaad,AB plpaapaap,AB alaappapa,ABalppppaa,ABplpaapaap,ABalaappapa,2.0,3.0,7.0,12.0,2.564949,exc,True
FFL_0224,ADLL,AVBL,AVDL,AB alppppaad,AB plpaapaap,AB alaaapalr,ABalppppaa,ABplpaapaap,ABalaaapalr,2.0,1.0,1.0,4.0,1.609438,exc,True
FFL_0225,ADLL,AVBL,AVDR,AB alppppaad,AB plpaapaap,AB alaaapprl,ABalppppaa,ABplpaapaap,ABalaaapprl,2.0,4.0,2.0,8.0,2.197225,exc,True
FFL_0226,ADLL,AVDL,AVAL,AB alppppaad,AB alaaapalr,AB alppaaapa,ABalppppaa,ABalaaapalr,ABalppaaapa,1.0,2.0,13.0,16.0,2.833213,exc,True
FFL_0227,ADLL,AVDL,AVAR,AB alppppaad,AB alaaapalr,AB alaappapa,ABalppppaa,ABalaaapalr,ABalaappapa,1.0,3.0,19.0,23.0,3.178054,exc,True
FFL_0228,ADLL,AVDR,AVAL,AB alppppaad,AB alaaapprl,AB alppaaapa,ABalppppaa,ABalaaapprl,ABalppaaapa,4.0,2.0,16.0,22.0,3.135494,exc,True
FFL_0229,ADLL,AVDR,AVAR,AB alppppaad,AB alaaapprl,AB alaappapa,ABalppppaa,ABalaaapprl,ABalaappapa,4.0,3.0,15.0,22.0,3.135494,exc,True
FFL_0230,ADLL,AVDR,AVBL,AB alppppaad,AB alaaapprl,AB plpaapaap,ABalppppaa,ABalaaapprl,ABplpaapaap,4.0,2.0,1.0,7.0,2.079442,exc,True
FFL_0231,ADLL,AVDR,AVDL,AB alppppaad,AB alaaapprl,AB alaaapalr,ABalppppaa,ABalaaapprl,ABalaaapalr,4.0,1.0,2.0,7.0,2.079442,exc,True
FFL_0232,ADLL,AVJL,AVAR,AB alppppaad,AB alapapppa,AB alaappapa,ABalppppaa,ABalapapppa,ABalaappapa,1.0,3.0,1.0,5.0,1.791759,exc,True
FFL_0233,ADLL,AVJL,AVBL,AB alppppaad,AB alapapppa,AB plpaapaap,ABalppppaa,ABalapapppa,ABplpaapaap,1.0,2.0,1.0,4.0,1.609438,exc,True
FFL_0234,ADLL,AVJL,AVDL,AB alppppaad,AB alapapppa,AB alaaapalr,ABalppppaa,ABalapapppa,ABalaaapalr,1.0,1.0,1.0,3.0,1.386294,exc,True
FFL_0235,ADLL,AVJR,AVAL,AB alppppaad,AB alapppppa,AB alppaaapa,ABalppppaa,ABalapppppa,ABalppaaapa,3.0,2.0,1.0,6.0,1.94591,exc,True
FFL_0236,ADLL,AVJR,AVAR,AB alppppaad,AB alapppppa,AB alaappapa,ABalppppaa,ABalapppppa,ABalaappapa,3.0,3.0,1.0,7.0,2.079442,exc,True
FFL_0237,ADLL,AVJR,AVBL,AB alppppaad,AB alapppppa,AB plpaapaap,ABalppppaa,ABalapppppa,ABplpaapaap,3.0,2.0,3.0,8.0,2.197225,exc,True
FFL_0238,ADLL,AVJR,AVDL,AB alppppaad,AB alapppppa,AB alaaapalr,ABalppppaa,ABalapppppa,ABalaaapalr,3.0,1.0,1.0,5.0,1.791759,exc,True
FFL_0239,ADLL,AVJR,AVDR,AB alppppaad,AB alapppppa,AB alaaapprl,ABalppppaa,ABalapppppa,ABalaaapprl,3.0,4.0,3.0,10.0,2.397895,exc,True
FFL_0240,ADLL,AVJR,AVJL,AB alppppaad,AB alapppppa,AB alapapppa,ABalppppaa,ABalapppppa,ABalapapppa,3.0,1.0,1.0,5.0,1.791759,exc,True
FFL_0241,ADLL,AWBL,AIBR,AB alppppaad,AB alpppppap,AB praapappa,ABalppppaa,ABalpppppap,ABpraapappa,2.0,1.0,1.0,4.0,1.609438,exc,True
FFL_0242,ADLL,AWBL,AVBL,AB alppppaad,AB alpppppap,AB plpaapaap,ABalppppaa,ABalpppppap,ABplpaapaap,2.0,2.0,1.0,5.0,1.791759,exc,True
FFL_0243,ADLL,OLQVL,RIPL,AB alppppaad,AB plpaaappaa,AB alpapaaaa,ABalppppaa,ABplpaaappaa,ABalpapaaaa,1.0,1.0,1.0,3.0,1.386294,exc,True
FFL_0244,ADLR,AIAR,AIBR,AB praaapaad,AB prppaappa,AB praapappa,ABpraaapaa,ABprppaappa,ABpraapappa,10.0,10.0,14.0,34.0,3.555348,exc,True
FFL_0245,ADLR,AIAR,ASER,AB praaapaad,AB prppaappa,AB praaapppaa,ABpraaapaa,ABprppaappa,ABpraaapppaa,10.0,1.0,1.0,12.0,2.564949,exc,True
FFL_0246,ADLR,AIAR,AWCR,AB praaapaad,AB prppaappa,AB prpaaaaap,ABpraaapaa,ABprppaappa,ABprpaaaaap,10.0,3.0,3.0,16.0,2.833213,exc,True
FFL_0247,ADLR,AIBR,AVAR,AB praaapaad,AB praapappa,AB alaappapa,ABpraaapaa,ABpraapappa,ABalaappapa,10.0,2.0,1.0,13.0,2.639057,exc,True
FFL_0248,ADLR,AIBR,AVBR,AB praaapaad,AB praapappa,AB prpaapaap,ABpraaapaa,ABpraapappa,ABprpaapaap,10.0,2.0,3.0,15.0,2.772589,exc,True
FFL_0249,ADLR,ASER,AIAR,AB praaapaad,AB praaapppaa,AB prppaappa,ABpraaapaa,ABpraaapppaa,ABprppaappa,1.0,10.0,3.0,14.0,2.70805,exc,True
FFL_0250,ADLR,ASER,AIBR,AB praaapaad,AB praaapppaa,AB praapappa,ABpraaapaa,ABpraaapppaa,ABpraapappa,1.0,10.0,10.0,21.0,3.091042,exc,True
FFL_0251,ADLR,ASER,AWCR,AB praaapaad,AB praaapppaa,AB prpaaaaap,ABpraaapaa,ABpraaapppaa,ABprpaaaaap,1.0,3.0,1.0,5.0,1.791759,exc,True
FFL_0252,ADLR,ASHR,AIAR,AB praaapaad,AB prpaappaa,AB prppaappa,ABpraaapaa,ABprpaappaa,ABprppaappa,3.0,10.0,10.0,23.0,3.178054,exc,True
FFL_0253,ADLR,ASHR,AIBR,AB praaapaad,AB prpaappaa,AB praapappa,ABpraaapaa,ABprpaappaa,ABpraapappa,3.0,10.0,3.0,16.0,2.833213,exc,True
FFL_0254,ADLR,ASHR,AVAR,AB praaapaad,AB prpaappaa,AB alaappapa,ABpraaapaa,ABprpaappaa,ABalaappapa,3.0,2.0,5.0,10.0,2.397895,exc,True
FFL_0255,ADLR,ASHR,AVBR,AB praaapaad,AB prpaappaa,AB prpaapaap,ABpraaapaa,ABprpaappaa,ABprpaapaap,3.0,2.0,3.0,8.0,2.197225,exc,True
FFL_0256,ADLR,ASHR,AVDL,AB praaapaad,AB prpaappaa,AB alaaapalr,ABpraaapaa,ABprpaappaa,ABalaaapalr,3.0,5.0,5.0,13.0,2.639057,exc,True
FFL_0257,ADLR,ASHR,AVDR,AB praaapaad,AB prpaappaa,AB alaaapprl,ABpraaapaa,ABprpaappaa,ABalaaapprl,3.0,2.0,1.0,6.0,1.94591,exc,True
FFL_0258,ADLR,AVAR,AVBL,AB praaapaad,AB alaappapa,AB plpaapaap,ABpraaapaa,ABalaappapa,ABplpaapaap,2.0,1.0,1.0,4.0,1.609438,exc,True
FFL_0259,ADLR,AVAR,AVDL,AB praaapaad,AB alaappapa,AB alaaapalr,ABpraaapaa,ABalaappapa,ABalaaapalr,2.0,5.0,1.0,8.0,2.197225,exc,True
FFL_0260,ADLR,AVAR,AVDR,AB praaapaad,AB alaappapa,AB alaaapprl,ABpraaapaa,ABalaappapa,ABalaaapprl,2.0,2.0,2.0,6.0,1.94591,exc,True
FFL_0261,ADLR,AVAR,PVCL,AB praaapaad,AB alaappapa,AB plpppaapaa,ABpraaapaa,ABalaappapa,ABplpppaapaa,2.0,1.0,7.0,10.0,2.397895,exc,True
FFL_0262,ADLR,AVBL,AVAR,AB praaapaad,AB plpaapaap,AB alaappapa,ABpraaapaa,ABplpaapaap,ABalaappapa,1.0,2.0,7.0,10.0,2.397895,exc,True
FFL_0263,ADLR,AVBL,AVBR,AB praaapaad,AB plpaapaap,AB prpaapaap,ABpraaapaa,ABplpaapaap,ABprpaapaap,1.0,2.0,1.0,4.0,1.609438,exc,True
FFL_0264,ADLR,AVBL,AVDL,AB praaapaad,AB plpaapaap,AB alaaapalr,ABpraaapaa,ABplpaapaap,ABalaaapalr,1.0,5.0,1.0,7.0,2.079442,exc,True
FFL_0265,ADLR,AVBL,AVDR,AB praaapaad,AB plpaapaap,AB alaaapprl,ABpraaapaa,ABplpaapaap,ABalaaapprl,1.0,2.0,2.0,5.0,1.791759,exc,True
FFL_0266,ADLR,AVBR,AVAR,AB praaapaad,AB prpaapaap,AB alaappapa,ABpraaapaa,ABprpaapaap,ABalaappapa,2.0,2.0,7.0,11.0,2.484907,exc,True
FFL_0267,ADLR,AVBR,AVBL,AB praaapaad,AB prpaapaap,AB plpaapaap,ABpraaapaa,ABprpaapaap,ABplpaapaap,2.0,1.0,1.0,4.0,1.609438,exc,True
FFL_0268,ADLR,AVDL,AVAR,AB praaapaad,AB alaaapalr,AB alaappapa,ABpraaapaa,ABalaaapalr,ABalaappapa,5.0,2.0,19.0,26.0,3.295837,exc,True
FFL_0269,ADLR,AVDL,PVCL,AB praaapaad,AB alaaapalr,AB plpppaapaa,ABpraaapaa,ABalaaapalr,ABplpppaapaa,5.0,1.0,1.0,7.0,2.079442,exc,True
FFL_0270,ADLR,AVDR,AVAR,AB praaapaad,AB alaaapprl,AB alaappapa,ABpraaapaa,ABalaaapprl,ABalaappapa,2.0,2.0,15.0,19.0,2.995732,exc,True
FFL_0271,ADLR,AVDR,AVBL,AB praaapaad,AB alaaapprl,AB plpaapaap,ABpraaapaa,ABalaaapprl,ABplpaapaap,2.0,1.0,1.0,4.0,1.609438,exc,True
