hyperedge_id,t,cluster_id,members,cluster_size,hyperedge_weight
SPA_001470,116,44,ABalppppp|ABplpapap|ABalappppp|ABarapppap|MSppaap|MSppapp,6,1.0
SPA_001471,116,45,ABaraaapp|ABpraaaaa|ABalpppapp|ABplpaapaa,4,1.0
SPA_001472,116,46,ABarapaap|ABpraaapa|ABalppappa|ABalpppppa|ABplaapapa|ABplpaaaap,6,1.0
SPA_001473,116,47,ABarpaaaa|ABalapapaa|ABalapapap|ABalpaaaaa|ABalpaapap|ABplaaaaaa|MSaaapaa,7,1.0
SPA_001474,116,48,ABarpappa|ABplaaapap|ABplpapaaa|MSapapp|MSappaa|MSapppa|ABplppaapp,7,1.0
SPA_001475,116,49,ABplpaapp|ABarappppa|ABpraaappa|ABpraapapa,4,1.0
SPA_001476,116,50,ABplppaap|ABplppapa|ABarpapppa,3,1.0
SPA_001477,116,51,ABpraaaap|ABprpaaaa|ABplpaaapa|ABplpaapap,4,1.0
SPA_001478,116,52,ABprapapa|Caaaaa|Capap|Cappaa,4,1.0
SPA_001479,116,53,ABprapapp|ABplpppapp|Caaaap|MSapaaaa,4,1.0
SPA_001480,116,54,ABprappaa|ABprppaap|ABplapaapp|ABplappaap,4,1.0
SPA_001481,116,55,ABprapppp|ABplappppp|Caaapa,3,1.0
SPA_001482,116,56,ABprppaaa|ABplaapppp|ABplppapap,3,1.0
SPA_001483,116,57,ABaraapppa|ABarapaapp|ABarapapaa,3,1.0
SPA_001484,116,58,ABarppaaap|ABplppppaa|Daap|MSapapap,4,1.0
SPA_001485,116,59,ABaraaaa|ABplapappa|ABplappppa,3,1.0
SPA_001486,116,60,ABplpapa|ABpraappp|ABplpppaaa|Dapa,4,1.0
SPA_001487,116,61,ABprapap|ABpraaapap|ABpraapaap,3,1.0
SPA_001488,116,62,Cpaaa|ABpraaappp|ABpraapapp|ABprpaaapa|ABprpaapap,5,1.0
SPA_001489,116,63,Caapp|ABprapapaa|ABprappapp|ABprappppa|ABalaapapa,5,1.0
SPA_001490,116,64,ABarpaaa|ABprappaaa|ABprappapa|ABalaapapp,4,1.0
SPA_001491,116,65,Caapa|ABprappppp|ABaraaaaap,3,1.0
SPA_001492,116,66,ABplppppa|ABprpapapp|Dpap|Dppa|MSppapap,5,1.0
SPA_001493,116,67,ABalappp|ABprpapppp|ABarpaaapa,3,1.0
SPA_001494,116,68,ABalapaap|ABalpapaa|MSaaaaap,3,1.0
SPA_001495,116,69,Eala|ABplpapapp|MSaappp,3,1.0
SPA_001496,116,70,ABarapaaap|MSpaapa|Eprap,3,1.0
SPA_001497,116,71,ABarppaap|ABarpaappa|MSpapapp,3,1.0
SPA_001498,116,72,Caaapp|Caappv|Cpapaa,3,1.0
SPA_001499,116,73,ABplaaap|Cappa|ABalaapaap|MSppaaaa,4,1.0
SPA_001500,116,74,Cpappv|ABalappaap|ABaraaaapa,3,1.0
SPA_001501,116,75,Dap|MSaaaaa|ABarppappp|Capppa,4,1.0
SPA_001502,116,76,ABpraaaaap|ABpraaaapa|ABprapppaa,3,1.0
SPA_001503,116,77,ABarpppapp|ABprppppap|MSpaapaa,3,1.0
SPA_001504,116,78,Eara|ABprpapppa|MSpappp|Earaa,4,1.0
SPA_001505,117,0,ABalaaap|ABalappaaa|ABaraaaaaa,3,1.0
SPA_001506,117,1,ABalappa|ABplpaaa|ABprpppppp|ABaraaaapp,4,1.0
SPA_001507,117,2,ABalpapp|ABprpppaa|ABplapppaa,3,1.0
SPA_001508,117,3,ABalppap|ABplpppppp|Cappap,3,1.0
SPA_001509,117,4,ABaraapa|ABprapppa|ABprpppap,3,1.0
SPA_001510,117,5,ABaraapp|MSapaa|ABprppapa|ABprppppa,4,1.0
SPA_001511,117,6,ABarpaaa|ABprappaaa|ABprappapa|ABprapppaa|ABalaapapp,5,1.0
SPA_001512,117,7,ABarpapa|ABprpppaaa|Dppp|MSppaaap|MSppapaa,5,1.0
SPA_001513,117,8,ABarpapp|ABplapppa|ABplpppap|ABarppppaa|ABprapaapa|ABprppappa,6,1.0
SPA_001514,117,9,ABarppap|ABprpapaap|MSpppap|MSppppp,4,1.0
SPA_001515,117,10,ABarpppa|ABpraapa|ABplppapp|ABplpppaa|ABpraapppa|ABprapaaaa|ABprppaapa|ABprppapaa,8,1.0
SPA_001516,117,11,ABarpppp|ABpraapp|ABplaappp|ABplppaaa|ABarappppp|ABprppaaaa,6,1.0
SPA_001517,117,12,ABplaaap|ABprapppap|Cappa|ABalaapaap,4,1.0
SPA_001518,117,13,ABplapap|ABprpapapa|Dpaa,3,1.0
SPA_001519,117,14,ABplappp|Epra|ABplaaapp|ABarappaaa,4,1.0
SPA_001520,117,15,ABplpapp|MSappa|MSpapa|ABarpappp|ABplapaaaa|ABplpapaap|ABplpapapa|MSappap|ABplppaapa,9,1.0
SPA_001521,117,16,ABplpppp|ABalapppp|ABaraappp|MSpaaap|ABalapappp|ABplaaapaa|MSapapp|MSappaa|MSpaapa|ABarppapaa|ABplppaapp,11,1.0
SPA_001522,117,17,ABpraaap|ABplapapp|ABplppppp,3,1.0
SPA_001523,117,18,ABprapaa|ABpraappap|ABprpaaapp|ABprpaappa,4,1.0
SPA_001524,117,19,ABprapap|ABpraaapap|ABpraapaap|ABprpaapaa,4,1.0
SPA_001525,117,20,ABprappa|Caaap|ABalppppa|ABalppppp|ABplaappa|ABplpaapa|ABarapppap|ABarpapaap|ABpraaapaa|ABprpaaaaa|MSppapa|Cppapa|Cpppaa,13,1.0
SPA_001526,117,21,ABprappp|ABprpppa|ABplaapaa|ABplpaaaa|ABalaappaa|ABalappapp|Cppppa,7,1.0
SPA_001527,117,22,ABprpapp|ABalpappp|ABarpaapa|ABaraapapp,4,1.0
SPA_001528,117,23,ABprppap|Eprp|MSpaaapa|MSpaapaa|Eprpa,5,1.0
SPA_001529,117,24,ABprpppp|ABalapapa|ABalpaapp|ABalpapap|ABaraaapaa|MSaaaaaa|MSaaaapa|Eplpp|Capppp,9,1.0
SPA_001530,117,25,MSaapa|ABprpaapp|ABprpapaa|ABprppaaa|ABplaapppa|ABplaapppp|ABplppapaa|ABplppapap|ABplppappa,9,1.0
SPA_001531,117,26,MSaapp|ABarappaa|ABpraaapp|ABpraapaa|ABalppappp|ABalpppppp|ABplaappaa|ABplpaaapp|ABplpaappa,9,1.0
SPA_001532,117,27,MSapap|MSpaap|ABprapaaa|ABprpappa|ABplapaaap|ABplpapapp|MSaappp|Daaa|ABplppaaaa,9,1.0
SPA_001533,117,28,MSpapp|Daa|ABalaappp|ABaraappa|ABarapaap|ABarpapap|ABpraaapa|MSpaaaa|ABalapappa|ABalpaappp|ABalpapaap|ABalppapap|ABalppappa|ABalppppap|ABalpppppa|ABplaapaap|ABplaapapa|ABplpaaaaa|ABplpaaaap|MSapaap|MSapapa|ABarppapap,22,1.0
SPA_001534,117,29,MSppap|MSaapapp|MSaappa,3,1.0
SPA_001535,117,30,MSpppp|Capa|ABalapppa|ABalpappa|ABarpaaap|MSaaaap|MSaaapa|ABalpaaaap|ABalpaaapa|ABaraapapa|ABarapaapa|Capapa|Capapp,13,1.0
SPA_001536,117,31,Earp|MSaapap|MSpapaap|MSpapapa,4,1.0
SPA_001537,117,32,Epla|MSaaapp|MSaapaa|MSaapaaa,4,1.0
SPA_001538,117,33,Eplp|Capp|ABaraaapap|ABaraapaap|ABarpaaaap|Eplpa,6,1.0
SPA_001539,117,34,Cpapa|ABalaappap|ABalaapppp,3,1.0
SPA_001540,117,35,Cpapp|ABalppaap|ABalpppaa|ABalapppaa|ABarpaaaaa|MSpaaaaa|Cppppp,7,1.0
SPA_001541,117,36,Cpppa|Cpppp|ABalppaaa|ABplaaaaa,4,1.0
SPA_001542,117,37,Cppa|Dap|Dpp|ABalapaaa|ABalpaaap|ABalpaapa|ABarpaaaa|ABalaaaala|ABalaaapal|ABalapaaaa|ABalapaaap|ABalapapaa|ABalpaaaaa|ABalpaapaa|ABalpaapap|ABaraapaaa|MSaaapaa|ABarppappp|Capppa,19,1.0
SPA_001543,117,38,Dpa|ABalappap|MSaaaaa|ABarppappa,4,1.0
SPA_001544,117,39,ABalaaapp|ABalppaapa|ABalpppaaa,3,1.0
SPA_001545,117,40,ABalaapap|ABalaappa|ABaraaapa|ABarapaaa|ABalppaapp|ABalppapaa|ABalpppaap,7,1.0
SPA_001546,117,41,ABalpaaaa|ABaraaaaa|ABalppaaap,3,1.0
SPA_001547,117,42,ABalpppap|ABplpaaap|ABalapppap|ABaraaappa|ABaraappaa|ABarpapaaa|MSpaaaap|MSppaaa|Eprpp|Cppapp|Cpppap,11,1.0
SPA_001548,117,43,ABaraaaap|ABaraapaa|ABarpapaa|ABalapaapp|ABalpaappa|ABalpapaaa|ABalppppaa|ABplaapaaa|MSapaaa,9,1.0
SPA_001549,117,44,ABaraaapp|ABpraaaaa|ABalpppapp|ABplpaapaa,4,1.0
SPA_001550,117,45,ABarpappa|ABplpapaaa|MSapppa,3,1.0
SPA_001551,117,46,ABplaapap|ABalappppa|ABarapppaa,3,1.0
SPA_001552,117,47,ABplapaa|ABplapppp|ABprapaapp|ABprppappp,4,1.0
SPA_001553,117,48,ABplpaapp|ABpraaappa|ABpraapapa,3,1.0
SPA_001554,117,49,ABplpapap|ABalappppp|MSppapp|Cppaaa,4,1.0
SPA_001555,117,50,ABplappaa|ABplppaap|ABplppapa|ABarpapppa|ABprpaappp|ABprppaaap,6,1.0
SPA_001556,117,51,ABpraaaap|ABprpaaaa|ABplpaaapa|ABplpaapap,4,1.0
SPA_001557,117,52,Caapp|ABprapapaa|ABprapapap|ABprappapp|ABprappppa|ABalaapaaa|ABalaapapa,7,1.0
SPA_001558,117,53,ABalpappap|ABalpapppa|Capaaa,3,1.0
SPA_001559,117,54,ABalppapp|ABaraapppa|ABarapaapp|MSpaaapp,4,1.0
SPA_001560,117,55,ABarapaaaa|ABarpaaapa|MSaaaapp|MSaaapap|Eplap,5,1.0
SPA_001561,117,56,ABplaaaa|ABarpppppp|ABaraaaaap,3,1.0
SPA_001562,117,57,MSpapaa|ABplaaappa|ABplpappaa|Ealpa,4,1.0
SPA_001563,117,58,Cpaap|ABpraaaaap|ABpraaaapa,3,1.0
SPA_001564,117,59,Cpaaa|ABpraaappp|ABpraapapp|ABprpaaapa|ABprpaapap,5,1.0
SPA_001565,117,60,ABarppaa|ABplappap|ABprapaaap,3,1.0
SPA_001566,117,61,ABarappppa|ABarpappaa|ABprpaaaap,3,1.0
SPA_001567,117,62,ABalapaap|ABalpapaa|MSaaaaap,3,1.0
SPA_001568,117,63,ABplpppa|Ealp|ABarapapap|ABplaaaapp|MSaapaap|Ealaa|Eplaa,7,1.0
SPA_001569,117,64,MSpppa|ABalpapppp|MSaapapa,3,1.0
SPA_001570,117,65,ABprppaa|MSpaapap|Eprap,3,1.0
SPA_001571,117,66,ABprapppp|ABplappppp|Caaapa,3,1.0
SPA_001572,117,67,MSpaaa|ABprapapa|Cappaa|MSapapaa,4,1.0
SPA_001573,117,68,ABplpapa|ABplapaapa|Dapa,3,1.0
SPA_001574,117,69,ABplpppapp|Caaaap|MSapaaaa,3,1.0
SPA_001575,117,70,ABplppppa|Dppa|MSppapap,3,1.0
SPA_001576,117,71,ABaraapppp|Earaa|Earpp,3,1.0
SPA_001577,118,0,ABalappa|ABplpaaa|ABprpppppp|ABaraaaapp,4,1.0
SPA_001578,118,1,ABalpapp|ABprpppaa|ABarppaapp|ABarppapap|ABplappapa|ABplapppaa,6,1.0
SPA_001579,118,2,ABalpppa|ABarppppp|ABplpppppa,3,1.0
SPA_001580,118,3,ABaraaapa|ABplappppp|Caaapa,3,1.0
SPA_001581,118,4,ABalpapa|ABaraapa|ABprapppa|ABprpppap|ABplapapaa|ABplappapp,6,1.0
SPA_001582,118,5,ABarpaaa|ABplapaa|ABplapppp|ABprappaaa|ABprappapa|ABprapppaa|ABprppappp|ABalaapapp,8,1.0
SPA_001583,118,6,ABarpapa|ABpraaaa|ABprpppaaa|Cppaa|Dppp|MSppaaap|MSppapaa,7,1.0
SPA_001584,118,7,ABarpapp|ABplapppa|ABplpppap|ABarppppaa|ABprapaapa|ABprppappa,6,1.0
SPA_001585,118,8,ABarppaa|ABplppapp|ABplpppaa|ABprppaapa|ABprppapap,5,1.0
SPA_001586,118,9,ABarppap|ABplappaa|ABplppaap|ABplppapa|ABarpapppa,5,1.0
SPA_001587,118,10,ABarpppa|ABpraapa|ABpraapppa|ABprapaaaa|ABprppapaa,5,1.0
SPA_001588,118,11,ABarpppp|ABpraapp|ABplaappp|ABplppaaa|ABarpappap|MSppppa,6,1.0
SPA_001589,118,12,ABplaaap|ABarpppppa|ABprapppap|Cappa|ABalaapaap|MSppaaaa,6,1.0
SPA_001590,118,13,ABplapap|ABarpapppp|ABprpapapa|Dpaa,4,1.0
SPA_001591,118,14,ABplappp|Epra|ABplaaapp|ABaraapppp|ABarapappa|ABarappaaa|ABarappaap|ABarpapapp|Earaa|Earpp,10,1.0
SPA_001592,118,15,ABprapaa|ABprpaaapp|ABprpaappa,3,1.0
SPA_001593,118,16,ABprapap|ABpraaapap|ABprpaapaa,3,1.0
SPA_001594,118,17,ABprappp|ABplaapaa|ABplpaaaa|ABalaaappr|ABalaappaa|ABalaapppa|ABalappapp|Cppppa,8,1.0
SPA_001595,118,18,ABprpapp|Ealp|Epla|MSaaapp|MSaapaa|ABarapapap|ABarpaaapp|ABplaaaapp|MSaapaaa|MSaapaap|Ealaa,11,1.0
SPA_001596,118,19,ABprppap|Eprp|Caapp|ABalpppap|ABplpaaap|ABalapppap|ABaraaaaap|ABaraaappa|ABaraaappp|ABaraappaa|ABarpapaaa|MSpaaaap|MSpaaapa|MSpaapaa|MSppaaa|Eprpa|Eprpp|Cppapp,18,1.0
SPA_001597,118,20,MSaaap|ABplapaapa|ABplppaapp|Dapa,4,1.0
SPA_001598,118,21,MSaapa|ABprpapaa|ABplaapppa,3,1.0
SPA_001599,118,22,MSaapp|ABpraaapp|ABpraapaa|ABalppappp|ABalpppppp|ABplaapapp|ABplaappaa|ABplpaaapp|ABplpaappa,9,1.0
SPA_001600,118,23,MSapaa|ABprppapa|ABarppaapa,3,1.0
SPA_001601,118,24,MSapap|MSpaap|ABprapaaa|ABprpappa|ABplapaaap|MSapppp|Daaa|ABplppaaaa,8,1.0
SPA_001602,118,25,MSpaaa|ABarppppa|ABplppppap|Capaa|Dapp|MSapappa,6,1.0
SPA_001603,118,26,MSpapp|Daa|ABalaappp|ABarpapap|ABpraaaaa|MSpaaaa|ABalppapap|ABalpppapp|ABalppppap|ABplaapaap|ABplpaaaaa|ABplpaapaa,12,1.0
SPA_001604,118,27,ABplpppa|MSpppa|ABarpaapp|MSpapaa|ABalpapppp|MSaapapa,6,1.0
SPA_001605,118,28,MSpppp|Eplp|Capp|ABarpaaap|MSaaaap|ABaraaapap|ABaraapaap|ABarapaapa|ABarpaaapa|MSaaaapp|MSaaapap|Eplpa,12,1.0
SPA_001606,118,29,Earp|ABarpaapap|MSpapaap,3,1.0
SPA_001607,118,30,Caaap|ABplaappa|ABarappppa|ABprpaaaaa|ABprpaaaap,5,1.0
SPA_001608,118,31,Caapa|ABplaapap|ABarapppaa|MSppapa|Cppapa,5,1.0
SPA_001609,118,32,Capa|ABalapppa|ABaraapap|MSaaapa|ABalpaaaap|ABalpaaapa|ABaraapapa|Capapa,8,1.0
SPA_001610,118,33,Cpapa|ABalaappap|ABalaapppp,3,1.0
SPA_001611,118,34,Cpapp|Cpppa|Cpppp|ABalppaaa|ABalppaap|ABalpppaa|ABplaaaaa|ABalapppaa|ABaraaaaaa|ABarpaaaaa|MSpaaaaa|Cppppp,12,1.0
SPA_001612,118,35,Cppa|Dap|Dpp|ABalaaaal|ABalapaaa|ABalpaapa|ABalaaaala|ABalaaapal|ABalapaaaa|ABalapaaap|ABalpaapaa,11,1.0
SPA_001613,118,36,ABalaapap|ABarapaaa|ABalppaapp|ABalppapaa|ABalpppaap,5,1.0
SPA_001614,118,37,ABalapapp|ABaraappap|ABarapaaaa,3,1.0
SPA_001615,118,38,ABalappaa|ABalpaaap|MSaaaaa|ABalapaapa|ABalapapaa|ABalpaaaaa|ABalpaapap|ABalppaaaa|MSaaapaa|ABarppappp|Capppa,11,1.0
SPA_001616,118,39,MSappp|ABalapppp|ABaraappp|MSpaaap|ABalapappp|ABalpappap|ABalpapppa|ABplaaapaa|MSapapp|MSappaa|MSpaapa|Capaaa,12,1.0
SPA_001617,118,40,ABalpaapp|MSaaaapa|Eplpp,3,1.0
SPA_001618,118,41,ABalaappa|ABaraaaap|ABalppppaa|ABplaapaaa,4,1.0
SPA_001619,118,42,ABaraappa|ABalapappa|ABalpaappp|ABalpapaap|MSapaap|MSapapa,6,1.0
SPA_001620,118,43,ABarapaap|ABpraaapa|ABalppappa|ABalpppppa|ABplaapapa|ABplpaaaap,6,1.0
SPA_001621,118,44,ABarpappa|ABalpapapa|ABplpapaaa|MSapppa,4,1.0
SPA_001622,118,45,ABarppaaa|ABarapappp|MSpaapp,3,1.0
SPA_001623,118,46,ABplaaapa|ABaraapppa|ABarapaapp|MSpaaapp,4,1.0
SPA_001624,118,47,ABplapaaa|ABplpapap|ABalappppp|ABarappapa|MSppapp|Cppaaa,6,1.0
SPA_001625,118,48,ABplpaapp|ABpraaappa|ABpraapapa,3,1.0
SPA_001626,118,49,ABpraaap|ABplapapp|ABplppppp,3,1.0
SPA_001627,118,50,ABprappaa|ABarppapaa|ABplappaap|ABplppappp,4,1.0
SPA_001628,118,51,ABarpapaa|ABalpaappa|ABalpapaaa,3,1.0
SPA_001629,118,52,ABprpppp|ABalapapa|ABaraaapaa|MSaaaaaa,4,1.0
SPA_001630,118,53,ABalpappp|ABarpaapa|ABaraapapp,3,1.0
SPA_001631,118,54,ABprpaapp|ABprppaaa|ABplaapppp|ABplppapap,4,1.0
SPA_001632,118,55,ABpraaaap|ABplpaaapa|ABplpaapap,3,1.0
SPA_001633,118,56,ABalppppa|ABpraaapaa|ABpraapaaa,3,1.0
SPA_001634,118,57,ABprapapaa|ABprappapp|ABalaapapa,3,1.0
SPA_001635,118,58,Cpaaa|ABprpaaapa|ABprpaapap,3,1.0
SPA_001636,118,59,ABarappapp|ABprpapaap|MSpppap|MSppppp,4,1.0
SPA_001637,118,60,ABplppppa|ABprpapapp|Dpap|Dppa|MSppapap,5,1.0
SPA_001638,118,61,ABarppaaaa|ABplpapapp|MSaappp,3,1.0
SPA_001639,118,62,ABplaaappa|ABplpappaa|Ealpa,3,1.0
SPA_001640,118,63,ABarpppap|Ealpp|MSapappp,3,1.0
SPA_001641,118,64,Caaapp|Caappv|Cpapaa,3,1.0
SPA_001642,118,65,ABprapapa|Capap|Cappaa,3,1.0
SPA_001643,118,66,ABalppap|Cappap|MSapaaap,3,1.0
SPA_001644,118,67,ABalaaap|Cpapap|Cpappd|ABalappaaa,4,1.0
SPA_001645,118,68,Cpaapp|Cpappv|ABalappaap,3,1.0
SPA_001646,118,69,ABplpppapp|Caaaap|MSapaaaa,3,1.0
SPA_001647,118,70,ABplpapa|ABarppaaap|MSapapap,3,1.0
SPA_001648,118,71,ABplappa|Earap|Earpa,3,1.0
SPA_001649,119,0,ABalappa|ABplpaaa|ABprpppppp|ABaraaaapp,4,1.0
SPA_001650,119,1,ABalpapp|ABaraapap|ABaraappa|MSaaaa|ABprappap|ABprpppaa|ABarppaapp|ABarppapap|ABplapppaa,9,1.0
SPA_001651,119,2,ABalppap|Cappap|MSapaaap,3,1.0
SPA_001652,119,3,ABalpppa|ABarppppp|ABplpppppa,3,1.0
SPA_001653,119,4,ABaraaapp|ABarapaa|ABprapapp|ABplpppapp|Caaaap|Cappp|MSapaaaa,7,1.0
SPA_001654,119,5,ABarpaaa|ABprappaaa|ABprapppaa,3,1.0
SPA_001655,119,6,ABarppap|ABplappaa|ABplppaap|ABplppapa|ABarpapppa|ABprppapaa,6,1.0
SPA_001656,119,7,ABarpppa|ABpraapa|ABpraapppa|ABprapaaaa,4,1.0
SPA_001657,119,8,ABarpppp|ABpraapp|ABplppaaa|ABarpappap,4,1.0
SPA_001658,119,9,ABplappa|MSpapapa|Earpa,3,1.0
SPA_001659,119,10,ABplappp|Epra|ABplaaapp|ABarapappa|ABarappaaa|Earaa,6,1.0
SPA_001660,119,11,ABplpapp|MSappa|ABarpappp|ABplapaaaa|ABplpapapa|MSappap,6,1.0
SPA_001661,119,12,ABprapaa|ABprpaaapp|ABprpaappa,3,1.0
SPA_001662,119,13,ABprapap|ABpraaapap|ABpraapaap|ABprpaapaa,4,1.0
SPA_001663,119,14,ABprappp|Cpapa|ABalaaappr|ABalaapapa|ABalaappaa|ABalaappap|ABalaapppa|ABalaapppp|ABalappapp|ABpraaaaaa|Cppppa,11,1.0
SPA_001664,119,15,ABprpappa|Ealp|MSaaapp|ABalpappap|ABalpapppa|ABarapapap|ABplaaaapp|MSaapaaa|MSaapaap|Ealaa,10,1.0
SPA_001665,119,16,ABprpappp|MSpppp|ABarpaaap|MSaaaap|ABarapaapa|ABarpaaapa|MSaaaapp|MSaaapap,8,1.0
SPA_001666,119,17,ABprppap|ABprpppa|Eprp|Caapp|ABalpppap|ABplaapaa|ABplpaaaa|ABalapppap|ABaraaappa|ABaraaappp|ABaraappaa|ABarpapaaa|MSpaaaap|MSppaaaa|MSppaaap|Eprpa|Eprpp|Cppapp,18,1.0
SPA_001667,119,18,MSaaap|ABpraappp|ABplapaapa|ABplppaapp|ABplpppaaa|Dapa,6,1.0
SPA_001668,119,19,MSaapa|ABpraappa|ABprpapaa|ABplaapppa|ABplppaapa|ABplppapaa|ABplppaaap,7,1.0
SPA_001669,119,20,MSaapp|ABpraapaa|ABalppappp|ABalpppppp|ABplaappaa|ABplpaaapp,6,1.0
SPA_001670,119,21,MSapap|ABprapaaa|Daaa|ABplppaaaa,4,1.0
SPA_001671,119,22,MSpaaa|ABplppppap|Capaa|Dapp|MSapappa,5,1.0
SPA_001672,119,23,MSpapp|Daa|ABalaappp|ABarapaap|ABarpapap|MSpaaaa|ABalppapap|ABalppppap|ABplaapaap|ABplpaaaaa|MSppaaa,11,1.0
SPA_001673,119,24,MSpppa|ABarpaapp|MSpapaa|ABalpapppp|MSaapapa,5,1.0
SPA_001674,119,25,Eara|ABarppapa|Earpp,3,1.0
SPA_001675,119,26,Earp|ABarapappp|MSpapaap,3,1.0
SPA_001676,119,27,Epla|ABalpappp|MSaapaa|ABaraapapp,4,1.0
SPA_001677,119,28,Eplp|Capp|ABalapapp|ABaraaapap|ABaraappap|ABarapaaaa|ABarpaaaap|Eplpa,8,1.0
SPA_001678,119,29,Caaap|ABplaappa|ABarappppa|ABprpaaaap,4,1.0
SPA_001679,119,30,ABprappa|Caapa|ABplaapap|ABplpapaa|ABarapppap|ABarpapaap|ABprpaaaaa|MSppapa|Cppapa,9,1.0
SPA_001680,119,31,Cppa|ABalaaapar|ABalapaaaa,3,1.0
SPA_001681,119,32,Cpapp|Cpppp|ABalppaap|ABalpppaa|ABalapppaa|ABaraaaaap|ABarpaaaaa|MSpaaaaa|Cppppp,9,1.0
SPA_001682,119,33,Dap|Dpp|ABalaaaal|ABalapaaa|ABalpaapa|ABalaaapal|ABalapaaap|ABalpaapaa|ABarppappp,9,1.0
SPA_001683,119,34,ABalaapap|ABarapaaa|ABalppaapp|ABalppapaa|ABalpppaap,5,1.0
SPA_001684,119,35,ABalaappa|ABarpapaa|ABalapaapp|ABalpaappa|ABalpapaaa|ABalppppaa|ABplaapaaa|MSapaaa,8,1.0
SPA_001685,119,36,ABprpppp|ABalapapa|ABaraaapaa|MSaaaaaa,4,1.0
SPA_001686,119,37,ABalappaa|ABalapaapa|ABalppaaaa,3,1.0
SPA_001687,119,38,Capa|ABalapppa|MSaaapa|ABalpaaaap|ABalpaaapa|ABaraapapa|ABplaaaaap|Capaap|Capapa,9,1.0
SPA_001688,119,39,ABplpppp|ABalapppp|MSpaaap|ABalapappp|ABplaaapaa|MSapapp|MSpaapa|Capaaa,8,1.0
SPA_001689,119,40,ABalpaapp|MSaaaapa|Eplpp,3,1.0
SPA_001690,119,41,ABalppapa|ABplaaaap|ABarpapapa|MSpaaapa|MSpaapaa,5,1.0
SPA_001691,119,42,ABalppppa|ABplpaaap|ABplpaapa|ABpraaapaa,4,1.0
SPA_001692,119,43,ABalappap|ABarpaaaa|MSaaaaa|ABalapapaa|ABalpaaaaa|ABalpaapap|ABaraapaaa|ABplaaaaaa|MSaaapaa|Capppa,10,1.0
SPA_001693,119,44,ABarpappa|ABalpapapa|ABplpapaaa|MSapppa,4,1.0
SPA_001694,119,45,ABalppppp|ABplapaaa|ABplpapap|ABalappppp|ABarappapa|ABarpappaa|MSppapp|Cppaaa,8,1.0
SPA_001695,119,46,ABplapppa|ABplpppap|ABarppppaa|ABprapaapa|ABprppappa,5,1.0
SPA_001696,119,47,ABplpaapp|ABpraaappa|ABpraapapa,3,1.0
SPA_001697,119,48,ABplappap|ABplppapp|ABplpppaa|ABprapaaap|ABprppaapa,5,1.0
SPA_001698,119,49,ABpraaaaa|ABalpppapp|ABplpaapaa,3,1.0
SPA_001699,119,50,ABpraaapa|ABalppappa|ABalpppppa|ABplaapapa|ABplpaaaap,5,1.0
SPA_001700,119,51,ABprapapa|Capap|Cappaa|MSapapaa,4,1.0
SPA_001701,119,52,ABprappaa|ABarppapaa|ABplappaap|ABplppappp,4,1.0
SPA_001702,119,53,ABalpapa|ABprapppa|ABprpppap|ABplapapaa|ABplappapp,5,1.0
SPA_001703,119,54,ABprppapp|ABprppppp|ABplpppapa,3,1.0
SPA_001704,119,55,ABalpaappp|ABalpapaap|MSapaap|MSapapa,4,1.0
SPA_001705,119,56,Cpppa|ABalaaaarl|ABaraaaaaa,3,1.0
SPA_001706,119,57,ABaraapppa|ABarapaapp|ABarpaaapp|MSpaaapp,4,1.0
SPA_001707,119,58,ABaraappp|MSapaa|ABarppaapa,3,1.0
SPA_001708,119,59,ABprpaaa|ABplapapa|ABarpppaap|Dpap,4,1.0
SPA_001709,119,60,ABprpaapp|ABprppaaa|ABplaapppp|ABplppapap,4,1.0
SPA_001710,119,61,ABarappppp|ABpraaappp|ABpraapapp|ABprppaaaa,4,1.0
SPA_001711,119,62,ABplapap|ABprpapaap|ABprpapapa|MSppppp,4,1.0
SPA_001712,119,63,ABalapaap|ABalpapaa|MSaaaaap,3,1.0
SPA_001713,119,64,MSpapap|MSaapapp|MSaappa|Ealap,4,1.0
SPA_001714,119,65,MSpaapap|Eprap|Cppaap,3,1.0
SPA_001715,119,66,ABarapppa|ABprpapppa|MSpappp,3,1.0
SPA_001716,119,67,ABplaappp|ABprpapaaa|MSppppa,3,1.0
SPA_001717,119,68,Caaapp|Caappv|Cpapaa,3,1.0
SPA_001718,119,69,ABalaaap|Cpaapp|Cpappv|ABalappaap,4,1.0
SPA_001719,119,70,Cpapap|Cpappd|ABalappaaa,3,1.0
SPA_001720,119,71,ABplppppa|ABprpapapp|Dppa|MSppapap,4,1.0
SPA_001721,119,72,ABarppppap|ABprpppaaa|MSppapaa,3,1.0
SPA_001722,120,0,ABalaaap|ABalapaa|Cpaapp|Cpappv|ABalappaap|ABaraaaapa,6,1.0
SPA_001723,120,1,ABalappa|ABplpaaa|Cppap|ABprpppppp|ABaraaaapp,5,1.0
SPA_001724,120,2,ABalpapp|ABaraapap|MSaaaa|ABprappap|ABprpppaa|ABarppaapp|ABarppapap|ABplapppaa,8,1.0
SPA_001725,120,3,ABarpaaa|ABarpppppa|ABprappaaa|ABprapppaa,4,1.0
SPA_001726,120,4,ABarpaapp|ABarpapp|ABplapppa|ABplpppap|ABplppppp|ABarppppaa|ABprapaapa|ABprppaapp|ABprppappa,9,1.0
