hyperedge_id,t,cluster_id,members,cluster_size,hyperedge_weight
SPA_000000,15,0,ABal|ABar|Cp,3,1.0
SPA_000001,30,0,ABplp|Ca|Caa,3,1.0
SPA_000002,38,0,ABpra|ABarapp|ABplpa,3,1.0
SPA_000003,40,0,ABpla|ABprpap|Cpa,3,1.0
SPA_000004,42,0,ABplpp|ABarppp|ABpraap,3,1.0
SPA_000005,43,0,ABarpp|ABplpp|ABpraap,3,1.0
SPA_000006,46,0,ABpraa|Ca|ABarapp,3,1.0
SPA_000007,52,0,ABalpa|Dp|Cppa,3,1.0
SPA_000008,52,1,ABarpa|ABprapa|ABpraapa,3,1.0
SPA_000009,53,0,ABalpp|Cp|Epr,3,1.0
SPA_000010,53,1,ABprpp|ABalpapa|ABplaapa,3,1.0
SPA_000011,53,2,Ep|ABplaap|ABalpapp,3,1.0
SPA_000012,53,3,MSpp|MSaap|ABalpppp,3,1.0
SPA_000013,54,0,MSpp|ABplappa|ABalpppp,3,1.0
SPA_000014,54,1,Cpp|ABalaaaa|ABplaaaa,3,1.0
SPA_000015,54,2,ABalapp|ABaraap|ABplapaa|ABalappa|ABplaaap,5,1.0
SPA_000016,54,3,Cpaa|ABprapap|ABprpapa,3,1.0
SPA_000017,55,0,ABarpa|ABprapap|ABprpaa|ABarapaa,4,1.0
SPA_000018,55,1,ABalapp|ABplapaa|ABplaap|ABalappa,4,1.0
SPA_000019,55,2,Cpp|ABalaaaa|ABalpaaa,3,1.0
SPA_000020,55,3,MSpp|ABplappa|ABalpppp,3,1.0
SPA_000021,56,0,ABalap|ABprappp|ABaraaaa,3,1.0
SPA_000022,56,1,ABarpa|ABprapap|ABprpaa|ABprpaaa,4,1.0
SPA_000023,56,2,Cpp|ABalaaa|ABplaaaa,3,1.0
SPA_000024,56,3,ABalpa|Cppp|ABalpaaa,3,1.0
SPA_000025,56,4,ABplpapa|ABplppa|ABpraaa,3,1.0
SPA_000026,56,5,ABprappa|ABalapap|ABaraaap,3,1.0
SPA_000027,57,0,ABalap|ABprappp|ABalaaap,3,1.0
SPA_000028,57,1,MSpp|ABalpppp|ABplappa|ABarpap,4,1.0
SPA_000029,57,2,Cpp|ABalpap|ABplaaaa,3,1.0
SPA_000030,57,3,ABalapp|ABplaaa|MSaaa,3,1.0
SPA_000031,57,4,ABplapp|ABplapap|MSpaa,3,1.0
SPA_000032,58,0,ABalap|ABprappp|ABalaaap,3,1.0
SPA_000033,59,0,ABprpa|ABaraap|ABalpppa,3,1.0
SPA_000034,59,1,Cpp|ABalaaap|ABplaaaa,3,1.0
SPA_000035,59,2,ABalpa|ABprppa|Cpap,3,1.0
SPA_000036,60,0,ABprpa|ABaraap|ABalpppa,3,1.0
SPA_000037,60,1,ABprap|ABalppp|ABplpaa|ABarpapa,4,1.0
SPA_000038,60,2,Cpp|ABalaaap|ABplaaaa,3,1.0
SPA_000039,60,3,ABalaap|ABalpaap|ABplaapa,3,1.0
SPA_000040,61,0,ABprap|ABalppp|ABplpaa|ABarpapa,4,1.0
SPA_000041,62,0,ABprap|ABalppp|ABplpaa|ABarapaa,4,1.0
SPA_000042,62,1,MSpa|ABpraap|MSapp,3,1.0
SPA_000043,62,2,ABalpap|ABalaaap|ABaraaaa,3,1.0
SPA_000044,62,3,ABprpp|Cpp|ABplaaaa,3,1.0
SPA_000045,63,0,MSap|MSpa|MSapp,3,1.0
SPA_000046,63,1,ABalppp|ABplpaa|ABarapaa,3,1.0
SPA_000047,63,2,ABalpap|ABalaaap|ABaraaaa,3,1.0
SPA_000048,63,3,MSpp|ABarpap|ABalpppp,3,1.0
SPA_000049,64,0,ABalpa|Cpap|Dp,3,1.0
SPA_000050,64,1,ABprpp|ABalpap|ABalaaap,3,1.0
SPA_000051,64,2,MSap|MSpa|MSapp|MSappp,4,1.0
SPA_000052,64,3,Epr|ABalaapp|ABaraapp,3,1.0
SPA_000053,64,4,MSpp|ABarpap|ABalpppp,3,1.0
SPA_000054,64,5,ABprapa|ABarpaap|ABarpapa,3,1.0
SPA_000055,65,0,MSpa|ABplappp|MSapp|MSapap,4,1.0
SPA_000056,65,1,ABprapp|ABalppp|ABplpaa,3,1.0
SPA_000057,66,0,ABarpaa|ABprapap|ABprpapa,3,1.0
SPA_000058,66,1,ABprapp|ABalppp|ABplpaa|ABaraaap,4,1.0
SPA_000059,66,2,ABprppa|ABalppa|ABalapaa,3,1.0
SPA_000060,66,3,MSpp|ABalpppp|MSapaa,3,1.0
SPA_000061,67,0,ABalaaa|ABprpppp|Cppa,3,1.0
SPA_000062,67,1,MSpp|ABalpppp|MSapaa,3,1.0
SPA_000063,68,0,ABpraap|ABalappp|MSpaaa,3,1.0
SPA_000064,68,1,ABalpppp|ABplaapp|MSapaa,3,1.0
SPA_000065,68,2,ABarpap|ABarpppp|MSppap,3,1.0
SPA_000066,69,0,ABprppp|ABalpaaa|Dpp,3,1.0
SPA_000067,69,1,Cpp|ABalaaap|ABalapaa,3,1.0
SPA_000068,69,2,ABpraap|ABalappp|MSpaaa,3,1.0
SPA_000069,70,0,Epr|ABalaapp|Epra,3,1.0
SPA_000070,70,1,Cpp|ABalaaap|ABalapaa,3,1.0
SPA_000071,70,2,Dp|ABalpaap|ABalpapa,3,1.0
SPA_000072,70,3,ABarpppp|MSppap|MSpppa,3,1.0
SPA_000073,70,4,ABpraapp|ABprapaa|ABprpapa,3,1.0
SPA_000074,71,0,ABprpaa|Epr|ABalaapp|ABaraapp|Epra,5,1.0
SPA_000075,71,1,MSppp|ABalpppp|MSapaa,3,1.0
SPA_000076,71,2,MSapa|ABalappp|ABarpaap|MSpaaa,4,1.0
SPA_000077,71,3,ABalaaap|ABalapaa|Eprp,3,1.0
SPA_000078,71,4,Dp|ABalpaap|ABalpapa,3,1.0
SPA_000079,72,0,ABarpaa|ABprappa|ABprppap,3,1.0
SPA_000080,72,1,ABprpaa|Epr|ABaraapp|Epra,4,1.0
SPA_000081,72,2,ABprppa|ABalaapa|ABarpaaa,3,1.0
SPA_000082,72,3,Dp|ABalpaap|ABalpapa,3,1.0
SPA_000083,72,4,ABalaapp|ABalappa|Cpaaa,3,1.0
SPA_000084,72,5,ABalapaa|MSaaaa|Eprp,3,1.0
SPA_000085,72,6,ABarpap|ABarpppp|MSpppa,3,1.0
SPA_000086,73,0,ABarpap|ABarpppp|MSpppa,3,1.0
SPA_000087,73,1,ABprpaa|Epr|ABaraapp|Epra,4,1.0
SPA_000088,73,2,ABaraapa|Cpaap|ABalpaapa,3,1.0
SPA_000089,73,3,ABalaaaa|ABalpaaa|Cpapa,3,1.0
SPA_000090,74,0,ABarpap|ABarpppp|MSpppa,3,1.0
SPA_000091,74,1,ABarpaa|ABplapa|ABprappa|ABprppap,4,1.0
SPA_000092,74,2,Epr|ABaraapp|Epra|ABalapapp,4,1.0
SPA_000093,74,3,ABplaapp|ABplapaa|ABplaappp,3,1.0
SPA_000094,74,4,ABplppa|ABarpppa|Earp,3,1.0
SPA_000095,74,5,ABalpap|Caap|Capp,3,1.0
SPA_000096,74,6,Da|Dp|Cpapp,3,1.0
SPA_000097,75,0,ABarpaa|ABprappa|ABaraaapa,3,1.0
SPA_000098,75,1,ABplpap|Epla|Caaa,3,1.0
SPA_000099,75,2,MSapp|ABplaappp|ABplpapp,3,1.0
SPA_000100,75,3,MSppa|ABplapap|ABalppppp|ABplapaaa,4,1.0
SPA_000101,75,4,Epr|ABaraapp|ABalapapp,3,1.0
SPA_000102,75,5,Da|Dp|Cpapp,3,1.0
SPA_000103,75,6,ABprppa|ABalaapa|ABaraaap,3,1.0
SPA_000104,75,7,ABarpppa|Earp|ABaraappp,3,1.0
SPA_000105,76,0,ABaraap|Caaaa|ABalppppa,3,1.0
SPA_000106,76,1,ABpraaa|ABprapaa|ABarapapa,3,1.0
SPA_000107,76,2,ABprppa|ABalaapa|ABaraaap,3,1.0
SPA_000108,76,3,Eal|ABarppaa|MSapap,3,1.0
SPA_000109,76,4,Epl|MSaaap|ABplaapp|ABplaaapa,4,1.0
SPA_000110,76,5,ABprpaa|ABalappp|MSpaaa,3,1.0
SPA_000111,76,6,ABarpaa|ABplapa|ABprappa|ABaraaapa,4,1.0
SPA_000112,76,7,MSpapp|Epra|ABalapppa|ABaraappa|ABarpaapa,5,1.0
SPA_000113,76,8,MSaapa|Eala|ABplaaapp,3,1.0
SPA_000114,76,9,ABalapp|Cpaap|ABalpapap,3,1.0
SPA_000115,76,10,Caap|Earp|ABarpaapp,3,1.0
SPA_000116,76,11,MSppp|ABalpppa|ABplppppp,3,1.0
SPA_000117,76,12,ABprapa|ABpraaap|ABpraapap,3,1.0
SPA_000118,77,0,ABaraap|Caaaa|ABalppppa,3,1.0
SPA_000119,77,1,ABarpaa|ABprappa|ABaraaapa,3,1.0
SPA_000120,77,2,ABprapa|ABpraaap|ABpraapap|ABprpapaa,4,1.0
SPA_000121,77,3,ABprapp|Cpaa|ABplpapa|ABalaapp,4,1.0
SPA_000122,77,4,MSpap|ABplaappa|ABplapaaa|ABplappap,4,1.0
SPA_000123,77,5,Eal|ABarppaa|MSapap,3,1.0
SPA_000124,77,6,ABarappa|ABpraaaa|ABprpaapp,3,1.0
SPA_000125,77,7,ABarappp|ABarapppp|ABprapaaa,3,1.0
SPA_000126,77,8,ABplapapp|ABplpaapp|ABplapppa,3,1.0
SPA_000127,77,9,ABpraappp|ABaraaapp|ABpraaaaa,3,1.0
SPA_000128,77,10,ABprapapp|ABalaaapp|ABaraapaa,3,1.0
SPA_000129,77,11,ABprappp|ABalaaapa|ABalapaaa,3,1.0
SPA_000130,77,12,ABprpaaa|ABpraapaa|ABprpaaap,3,1.0
SPA_000131,77,13,ABprpapa|ABarappaa|ABarapppa|ABpraaapp,4,1.0
SPA_000132,77,14,MSpapp|Epra|ABalapppa,3,1.0
SPA_000133,77,15,ABplpppp|ABpraapp|ABplpapaa,3,1.0
SPA_000134,77,16,ABaraaa|ABprpapp|ABalpapap,3,1.0
SPA_000135,77,17,ABplappp|ABplpaaap|ABplpaapa|ABplapppp,4,1.0
SPA_000136,77,18,ABarppa|ABprppaa|ABpraaaap|ABpraaapa,4,1.0
SPA_000137,78,0,ABarppa|ABpraappp|ABpraaaaa|ABpraaaap,4,1.0
SPA_000138,78,1,ABplapp|MSpppp|ABalaappa,3,1.0
SPA_000139,78,2,ABprapp|ABplpapa|ABalaapp|ABarpapaa,4,1.0
SPA_000140,78,3,ABprppa|ABalaapa|ABaraaap,3,1.0
SPA_000141,78,4,Cpp|ABaraapap|MSaaaa,3,1.0
SPA_000142,78,5,Da|ABalpaap|ABplaapa,3,1.0
SPA_000143,78,6,Dp|ABalpapa|ABalpapaa|Cpppp,4,1.0
SPA_000144,78,7,ABarappa|ABplappaa|ABpraaap,3,1.0
SPA_000145,78,8,ABplappp|ABarpappa|Eara|ABalpppp|ABarpppap,5,1.0
SPA_000146,78,9,ABplpppp|ABpraapap|ABprpapaa,3,1.0
SPA_000147,78,10,ABaraaa|ABprappa|ABprpapa|Dap|ABalppapa|ABalpppaa,6,1.0
SPA_000148,78,11,ABprappp|ABprpapp|Eprp|Cpaap|ABalapapa|ABalpaaap,6,1.0
SPA_000149,78,12,ABprpaap|Caaap|ABprapap,3,1.0
SPA_000150,78,13,ABalppppp|ABplaaapp|ABarpapa,3,1.0
SPA_000151,79,0,ABpraaa|ABprapaaa|ABarappaa,3,1.0
SPA_000152,79,1,MSpaa|ABarappp|MSappp,3,1.0
SPA_000153,79,2,MSpap|ABarpaap|ABarpapa|ABplpapap|ABplppapp,5,1.0
SPA_000154,79,3,Ear|ABarpaapp|ABarppaap,3,1.0
SPA_000155,79,4,Cppp|ABplaapp|ABalpappa,3,1.0
SPA_000156,79,5,Da|ABplaapa|ABalpapaa|Cappp,4,1.0
SPA_000157,79,6,ABalaapa|ABplaaap|ABplaaaap|Cappa,4,1.0
SPA_000158,79,7,ABalapap|ABaraapa|ABplpaaaa|ABplpaaap|ABaraaap|ABplpppap,6,1.0
SPA_000159,79,8,ABplappa|ABalapppa|ABaraappa|ABarppppp,4,1.0
SPA_000160,79,9,ABplappp|ABarpappa|Eara|ABarpppap,4,1.0
SPA_000161,79,10,ABplpaap|ABplpapa|ABarapaap,3,1.0
SPA_000162,79,11,ABplpppa|ABpraaapp|ABpraapaa,3,1.0
SPA_000163,79,12,ABprpppp|ABalaaapa|ABaraaaaa,3,1.0
SPA_000164,79,13,ABaraapp|ABalppppp|ABplaaapp,3,1.0
SPA_000165,79,14,ABprpaa|Cpap|MSpaaa,3,1.0
SPA_000166,80,0,ABalpaa|ABprppaa|Cpapp,3,1.0
SPA_000167,80,1,ABarppa|ABpraappp|ABprpappa|ABprppaap,4,1.0
SPA_000168,80,2,MSpaa|ABarappp|MSappp,3,1.0
SPA_000169,80,3,MSpap|ABaraapp|ABarpaap|ABarpapa|ABalppppp|ABplaaapp|ABplapaaa|ABplpapap|ABplppapp|ABplpppaa,10,1.0
SPA_000170,80,4,MSppp|ABalappa|ABplaaapa,3,1.0
SPA_000171,80,5,ABplppp|Ear|ABarpaapp,3,1.0
SPA_000172,80,6,Cpaa|ABpraaaaa|ABpraaapa,3,1.0
SPA_000173,80,7,Dp|ABalpaap|ABalpaapa,3,1.0
SPA_000174,80,8,ABalaapa|ABplaaap|ABalppapa|ABplaaaap|Cappa,5,1.0
SPA_000175,80,9,ABalappp|ABarpaapa|ABarppapp,3,1.0
SPA_000176,80,10,Eal|ABarpapp|ABarppaa,3,1.0
SPA_000177,80,11,ABprpap|ABplaapp|ABalpappa,3,1.0
SPA_000178,80,12,Cap|ABplappp|ABarpappa,3,1.0
SPA_000179,80,13,ABplpapp|ABplppap|ABpraaapp,3,1.0
SPA_000180,80,14,ABpraapp|ABprapaa|ABplapppa|ABplppppa,4,1.0
SPA_000181,80,15,ABprpapp|Cpaap|ABalpaaap,3,1.0
SPA_000182,80,16,Epl|ABalpappp|MSaaap,3,1.0
SPA_000183,80,17,ABalapa|ABprppppp|ABalapaaa,3,1.0
SPA_000184,80,18,ABarappa|ABplapaap|ABplppaap,3,1.0
SPA_000185,80,19,Cppp|ABalpapap|ABalppaaa,3,1.0
SPA_000186,81,0,ABprapa|ABplpppa|ABpraapaa,3,1.0
SPA_000187,81,1,MSaap|ABpraapa|ABplapapa|ABplpppaa|ABplppaaa,5,1.0
SPA_000188,81,2,MSppp|ABalappa|ABalppapp|ABalpppap|ABplaaapa,5,1.0
SPA_000189,81,3,ABarapp|ABplppp|Ear|ABarpaapp,4,1.0
SPA_000190,81,4,Dp|ABalpaap|ABplaapa|ABalpaapa,4,1.0
SPA_000191,81,5,ABalaapa|ABplaaap|ABalpppaa|ABplaaaap,4,1.0
SPA_000192,81,6,ABalappp|ABarpaapa|ABarppapp,3,1.0
SPA_000193,81,7,ABarappa|ABplapaap|ABplppaap,3,1.0
SPA_000194,81,8,ABarpaap|ABarpapa|ABplppapp,3,1.0
SPA_000195,81,9,MSapp|ABarpapp|ABarppaa,3,1.0
SPA_000196,81,10,ABplpapp|ABplppap|ABarappap|ABpraaapp,4,1.0
SPA_000197,81,11,Cppp|ABplaapp|ABalpappa,3,1.0
SPA_000198,81,12,Epl|ABalpappp|MSaaap,3,1.0
SPA_000199,81,13,ABalppppp|ABplaaapp|ABplpapap,3,1.0
SPA_000200,81,14,ABprapp|ABpraaaaa|ABpraaapa,3,1.0
SPA_000201,81,15,ABarppa|ABpraappp|ABprppaap,3,1.0
SPA_000202,81,16,ABprapaap|MSpppp|ABalaappp,3,1.0
SPA_000203,81,17,ABprpppp|ABprapapp|ABalappaa|ABaraaaap,4,1.0
SPA_000204,81,18,ABarpaa|ABprappap|ABprpppaa|ABprppppa|ABalaapaa,5,1.0
SPA_000205,81,19,ABalapa|ABprapppp|ABprppppp,3,1.0
SPA_000206,81,20,ABplpppp|ABprapaaa|ABprpaapp,3,1.0
SPA_000207,81,21,ABalapppp|ABaraappp|Eara,3,1.0
SPA_000208,81,22,ABprappa|Caapa|Capp|ABalppaap,4,1.0
SPA_000209,81,23,ABprppap|ABprpppa|ABalaaaal,3,1.0
SPA_000210,82,0,ABplpaa|ABarpaaap|MSaaaap,3,1.0
SPA_000211,82,1,ABprppp|Cppap|Cpppa,3,1.0
SPA_000212,82,2,MSaap|ABplapapa|ABplppapp|ABplppaaa,4,1.0
SPA_000213,82,3,Capp|ABalpppp|ABalapppp|ABaraappp|Eara,5,1.0
SPA_000214,82,4,Dp|ABalpaap|ABplaapa|ABalapaaa|ABalpaapa,5,1.0
SPA_000215,82,5,ABaraapa|ABalppapp|ABalpppap|ABplpaaaa|Capaa,5,1.0
SPA_000216,82,6,ABarappa|ABplaappp|ABplapaap|ABplppapa|ABplppaap,5,1.0
SPA_000217,82,7,MSapp|ABarppaa|ABplpappa,3,1.0
SPA_000218,82,8,ABplpaap|ABplpapa|ABarapaap,3,1.0
SPA_000219,82,9,ABplppap|ABarappap|ABpraapaa,3,1.0
SPA_000220,82,10,ABprppap|ABprpppa|ABalaaaal,3,1.0
SPA_000221,82,11,Epl|ABalpappp|MSaaap,3,1.0
SPA_000222,82,12,ABplaaap|ABalapaap|ABalpppaa,3,1.0
SPA_000223,82,13,ABalppppp|ABplaaapp|ABplpapap,3,1.0
SPA_000224,82,14,ABplppaa|ABarapapa|ABarapppa,3,1.0
SPA_000225,82,15,Caap|ABarapppp|ABpraapap|ABprpapaa,4,1.0
SPA_000226,82,16,Da|ABplaaaa|ABplaaaaa|Capap,4,1.0
SPA_000227,82,17,ABprapp|ABpraaaaa|ABpraaapa,3,1.0
SPA_000228,82,18,ABarpaa|ABplapa|ABprappap|ABprpppaa,4,1.0
SPA_000229,82,19,Dpa|ABalaapap|ABalappap,3,1.0
SPA_000230,83,0,ABarpap|ABarppppp|MSpaaaa,3,1.0
SPA_000231,83,1,ABplpaa|ABarpaaap|MSaaaap,3,1.0
SPA_000232,83,2,MSaaa|ABplapapp|ABplpppap,3,1.0
SPA_000233,83,3,MSapp|ABarppaa|MSapap,3,1.0
SPA_000234,83,4,Caap|ABarapppp|ABprpapaa,3,1.0
SPA_000235,83,5,Capp|ABalpppp|ABaraappp,3,1.0
SPA_000236,83,6,Da|ABplaaaaa|Capap,3,1.0
SPA_000237,83,7,Dp|ABalpaap|ABalpaaap,3,1.0
SPA_000238,83,8,ABalapap|ABaraapa|ABalppapp|ABalpppap|ABplpaaaa|Capaa,6,1.0
SPA_000239,83,9,ABarappa|ABplaappp|ABplppapa|ABplppaap,4,1.0
SPA_000240,83,10,ABplapaa|ABalppaap|MSapaa,3,1.0
SPA_000241,83,11,ABplpaap|ABplpapa|ABalaappp|ABarapaap|ABarpapaa,5,1.0
SPA_000242,83,12,ABplppap|ABarappap|ABpraapaa,3,1.0
SPA_000243,83,13,ABpraapa|ABplappaa|ABplppapp,3,1.0
SPA_000244,83,14,ABplappp|ABarapapp|ABarpappa|MSppaa,4,1.0
SPA_000245,83,15,MSppa|Eal|ABarppaaa,3,1.0
SPA_000246,83,16,ABarpppa|ABarppaap|ABarppapa,3,1.0
SPA_000247,83,17,Cpaa|ABarapppa|ABpraaaap,3,1.0
SPA_000248,83,18,ABalapa|ABprapppp|ABalaaaar,3,1.0
SPA_000249,83,19,ABplapap|MSaapa|Eala,3,1.0
SPA_000250,83,20,ABalapppp|MSpaap|Eara,3,1.0
SPA_000251,83,21,Eprp|Cpaap|Dpp|MSaaaaa,4,1.0
SPA_000252,83,22,ABprapapp|ABprppppp|ABalappaa,3,1.0
SPA_000253,83,23,ABprppp|Cppap|Cpppa,3,1.0
SPA_000254,84,0,ABaraaa|ABprappa|Cappa,3,1.0
SPA_000255,84,1,ABaraap|ABpraapp|ABarppapp|Caaaa,4,1.0
SPA_000256,84,2,ABprapp|ABplppaa|ABpraaapa,3,1.0
SPA_000257,84,3,MSaap|ABpraaap|ABplapaap|ABplppaaa,4,1.0
SPA_000258,84,4,MSapa|MSpaa|ABarpppa|ABplpappp|MSappp,5,1.0
SPA_000259,84,5,MSapp|ABarppaa|ABalppppp|ABplaaapp|ABplpapap|MSapap,6,1.0
SPA_000260,84,6,Caap|ABpraapap|ABprpapaa,3,1.0
SPA_000261,84,7,Dp|ABalpaap|ABalaaaal|ABalapaaa,4,1.0
SPA_000262,84,8,Da|ABalaaaa|ABalpapaa|ABplaaaaa|Capap,5,1.0
SPA_000263,84,9,ABalapap|ABaraaap|ABalppapp|ABalpppap|ABplpaaaa,5,1.0
SPA_000264,84,10,ABalppaa|ABalaaaar|ABalpaaaa,3,1.0
SPA_000265,84,11,ABarappa|ABplaappp|ABplppapa,3,1.0
SPA_000266,84,12,ABarpaap|ABarpapa|ABplpaaap,3,1.0
SPA_000267,84,13,ABalaapa|ABplaaap|ABalapaap|ABalppaaa|ABalpppaa,5,1.0
SPA_000268,84,14,ABplpaap|ABplpapa|ABalaappp|ABaraaapp|ABarpapaa,5,1.0
SPA_000269,84,15,ABplpapp|ABarapppa|ABpraaapp,3,1.0
SPA_000270,84,16,ABplppap|ABarappap|ABpraapaa,3,1.0
SPA_000271,84,17,ABpraapa|ABplappaa|ABplppapp,3,1.0
SPA_000272,84,18,ABalpaa|ABprppaa|Caapp|Cappp,4,1.0
SPA_000273,84,19,ABalappp|ABalapapp|MSpaaa,3,1.0
SPA_000274,84,20,ABalapppp|MSpaap|Eara|MSpapap|MSaapa,5,1.0
SPA_000275,84,21,ABplapaa|ABalppaap|MSapaa,3,1.0
SPA_000276,84,22,ABplappp|ABarapapp|MSppaa,3,1.0
SPA_000277,84,23,Caaa|ABpraappp|ABprppaap,3,1.0
SPA_000278,84,24,ABplaaa|ABprapppa|ABprpppap,3,1.0
SPA_000279,84,25,ABaraapa|ABplaaaap|Capaa,3,1.0
SPA_000280,84,26,ABalaaapa|Cppap|Cpppa,3,1.0
SPA_000281,85,0,ABalpaa|Caapp|Cappp,3,1.0
SPA_000282,85,1,ABaraaa|ABprappa|Caaap|Cappa,4,1.0
SPA_000283,85,2,ABarapp|ABarpaapp|MSpapa,3,1.0
SPA_000284,85,3,ABplapa|ABprappap|ABprpppaa,3,1.0
SPA_000285,85,4,ABprapp|Cpaa|ABarapppa|ABpraaaap|ABpraaapa,5,1.0
SPA_000286,85,5,MSapa|MSpaa|ABarpppa|ABarppapa|ABplpappp|MSappp|MSapapa,7,1.0
SPA_000287,85,6,MSapp|ABarppaa|ABalppppp|ABplpapap|MSapap,5,1.0
SPA_000288,85,7,Epl|ABalpappp|MSaaap,3,1.0
SPA_000289,85,8,ABprpaa|Epr|ABalpppp|ABplappa|MSpaaap,5,1.0
SPA_000290,85,9,Dp|ABalpapa|ABalaaaal|ABalapaaa,4,1.0
SPA_000291,85,10,MSppp|ABalaapp|ABplapaa|ABalapapp|ABalppaap|ABplpapaa|MSapaa,7,1.0
SPA_000292,85,11,ABprpap|ABalpppa|ABaraapap,3,1.0
SPA_000293,85,12,ABarapap|ABplaappa|ABplapaaa,3,1.0
SPA_000294,85,13,ABarappa|ABplaappp|ABplppaap,3,1.0
SPA_000295,85,14,ABplpaap|ABplpapa|ABalaappp|ABarapaap|ABarpapaa,5,1.0
SPA_000296,85,15,ABpraap|ABplpppa|ABarapppp,3,1.0
SPA_000297,85,16,Cppp|ABalapapa|ABalpaapp|MSaaaa,4,1.0
SPA_000298,85,17,ABalppaa|ABalaaaar|ABalpaaaa,3,1.0
SPA_000299,85,18,ABalapap|ABaraaap|ABalppapp|ABalpppap|ABplpaaaa,5,1.0
SPA_000300,85,19,ABplaaap|ABalppaaa|ABalpppaa,3,1.0
SPA_000301,85,20,ABarpap|ABarppppp|Cpaaa,3,1.0
SPA_000302,85,21,ABalaap|ABalpap|ABplapppp,3,1.0
SPA_000303,85,22,ABpraappa|ABprpaapp|ABprppaaa,3,1.0
SPA_000304,85,23,ABalapppp|MSpaap|Eara,3,1.0
SPA_000305,86,0,ABalpaa|Caapp|Cappp,3,1.0
SPA_000306,86,1,ABprppa|ABplpapa|ABalaappa|ABaraaapp|Cppaa,5,1.0
SPA_000307,86,2,ABprppp|ABalaaapa|ABaraaaaa,3,1.0
SPA_000308,86,3,MSapa|ABarpppa|ABplpappp,3,1.0
SPA_000309,86,4,MSapp|ABarppaa|ABplpapap|MSapap,4,1.0
SPA_000310,86,5,ABprpaa|Epr|ABalpppp|ABplappa|MSpaaap,5,1.0
SPA_000311,86,6,ABalaapa|ABalapaap|ABalppaaa|ABalpppaa,4,1.0
SPA_000312,86,7,MSppp|ABalaapp|ABplapaa|ABalapapp|ABalppaap|MSapaa,6,1.0
SPA_000313,86,8,ABalapap|ABaraaap|ABaraapa|ABalpppap,4,1.0
SPA_000314,86,9,Dp|ABalpapa|ABplaapa|ABalaaaal|ABalapaaa|ABalpaapa,6,1.0
SPA_000315,86,10,ABalppaa|ABalaaaar|ABalpaaaa,3,1.0
SPA_000316,86,11,ABprpap|ABalpppa|ABplaapp,3,1.0
SPA_000317,86,12,ABplppap|ABarappap|ABpraaapp,3,1.0
SPA_000318,86,13,ABaraaa|ABprappa|Cappa,3,1.0
SPA_000319,86,14,ABalappaa|ABaraaaap|MSaaaaa,3,1.0
SPA_000320,86,15,ABalappa|ABalppapp|ABplaapaa|ABplpaaaa,4,1.0
SPA_000321,86,16,ABpraappp|ABprapaaa|ABprppaap,3,1.0
SPA_000322,86,17,Eprp|Cpaap|Dpp,3,1.0
SPA_000323,86,18,Epl|ABarpaaap|MSaaap,3,1.0
SPA_000324,87,0,ABarapp|ABplppp|Ear|ABarpaapp,4,1.0
SPA_000325,87,1,ABarppp|ABarpppaa|ABprpappa|MSppapa,4,1.0
SPA_000326,87,2,ABpraap|ABarpappa|MSppap,3,1.0
SPA_000327,87,3,ABprppa|ABplpaap|ABplpapa|ABalaappa|ABaraaapp|ABarapaap|Cppaa,7,1.0
SPA_000328,87,4,ABprppp|Cppa|ABalppap|ABplpaaa|ABalaaapp|ABalaapaa|ABaraaapa|Cppap,8,1.0
SPA_000329,87,5,MSaaa|ABprpaaa|ABplpppap,3,1.0
SPA_000330,87,6,MSppa|ABarpaapa|MSaappp,3,1.0
SPA_000331,87,7,ABprpaa|Epr|ABalpppp|ABplappa|ABalapppa|ABaraappp|MSpaaap,7,1.0
SPA_000332,87,8,Cppp|ABalpaapp|ABalpappa,3,1.0
SPA_000333,87,9,ABalaapa|ABplaaap|ABalppaaa|ABalpppaa,4,1.0
SPA_000334,87,10,ABalpapa|ABplaapa|ABalaaaal|ABalapaaa|ABalpaaap|ABalpaapa|Capap,7,1.0
SPA_000335,87,11,ABalppaa|ABalaaaar|ABalpaaaa,3,1.0
SPA_000336,87,12,ABaraapp|ABarpaap|ABarpapa,3,1.0
SPA_000337,87,13,ABplppap|ABarappap|ABpraaapp,3,1.0
SPA_000338,87,14,ABalappaa|ABaraaaap|MSaaaaa,3,1.0
SPA_000339,87,15,ABalapap|ABaraapa|ABalpppap,3,1.0
SPA_000340,87,16,MSapp|MSpap|ABalppppp|ABplaaapp,4,1.0
SPA_000341,87,17,ABalaap|ABalpap|ABplapppp,3,1.0
SPA_000342,87,18,Cpap|ABalappap|MSpaaaa,3,1.0
SPA_000343,87,19,MSpapap|Earp|MSpaapp,3,1.0
SPA_000344,88,0,ABarapp|ABplppp|Ear|ABarppap,4,1.0
SPA_000345,88,1,ABarppp|ABarpppaa|ABprpappa|MSppapa,4,1.0
SPA_000346,88,2,ABprppa|ABplpaap|ABplpapa|ABalaapap|ABalaappa|ABaraaapp|ABarapaap|Cppaa,8,1.0
SPA_000347,88,3,MSaaa|ABprpaaa|ABplappap|ABplpppap,4,1.0
SPA_000348,88,4,MSppa|ABarpaapa|MSaappp,3,1.0
SPA_000349,88,5,Epr|ABalpppp|ABplappa|ABalapppa|ABaraappp|MSpaaap|MSpappp,7,1.0
