cell,fate,fate_id,method,purity,n_leaves,n_embryos
ABprapppp,mixed,11,consensus,0.5,2,259
ABprappppa,hypodermis,2,exact,1.0,1,236
ABprappppaa,hypodermis,2,ancestor,1.0,1,1
ABprappppap,hypodermis,2,ancestor,1.0,1,1
ABprappppp,glia,5,exact,1.0,1,236
ABprapppppa,glia,5,ancestor,1.0,1,2
ABprapppppaa,glia,5,ancestor,1.0,1,1
ABprapppppap,glia,5,ancestor,1.0,1,1
ABprapppppp,glia,5,ancestor,1.0,1,2
ABprappppppa,glia,5,ancestor,1.0,1,1
ABprappppppaa,glia,5,ancestor,1.0,1,1
ABprappppppap,glia,5,ancestor,1.0,1,1
ABprappppppp,glia,5,ancestor,1.0,1,1
ABprapppppppa,glia,5,ancestor,1.0,1,1
ABprapppppppp,glia,5,ancestor,1.0,1,1
ABprp,mixed,11,consensus,0.517,60,260
ABprpa,mixed,11,consensus,0.562,32,260
ABprpaa,neuron,0,consensus,0.625,16,259
ABprpaaa,mixed,11,consensus,0.5,8,259
ABprpaaaa,mixed,11,consensus,0.5,4,258
ABprpaaaaa,mixed,11,consensus,0.5,2,234
ABprpaaaaaa,neuron,0,exact,1.0,1,5
ABprpaaaaaaa,neuron,0,ancestor,1.0,1,3
ABprpaaaaaap,neuron,0,ancestor,1.0,1,3
ABprpaaaaap,glia,5,exact,1.0,1,5
ABprpaaaaapa,glia,5,ancestor,1.0,1,2
ABprpaaaaapaa,glia,5,ancestor,1.0,1,1
ABprpaaaaapaaa,glia,5,ancestor,1.0,1,1
ABprpaaaaapaap,glia,5,ancestor,1.0,1,1
ABprpaaaaapap,glia,5,ancestor,1.0,1,1
ABprpaaaaapapa,glia,5,ancestor,1.0,1,1
ABprpaaaaapapp,glia,5,ancestor,1.0,1,1
ABprpaaaaapp,glia,5,ancestor,1.0,1,2
ABprpaaaaappa,glia,5,ancestor,1.0,1,1
ABprpaaaaappp,glia,5,ancestor,1.0,1,1
ABprpaaaap,mixed,11,consensus,0.5,2,234
ABprpaaaapa,glia,5,exact,1.0,1,7
ABprpaaaapaa,glia,5,ancestor,1.0,1,1
ABprpaaaapaaa,glia,5,ancestor,1.0,1,1
ABprpaaaapaap,glia,5,ancestor,1.0,1,1
ABprpaaaapap,glia,5,ancestor,1.0,1,1
ABprpaaaapapa,glia,5,ancestor,1.0,1,1
ABprpaaaapapp,glia,5,ancestor,1.0,1,1
ABprpaaaapappa,glia,5,ancestor,1.0,1,1
ABprpaaaapappp,glia,5,ancestor,1.0,1,1
ABprpaaaapp,muscle,1,exact,1.0,1,7
ABprpaaap,neuron,0,consensus,0.75,4,258
ABprpaaapa,mixed,11,consensus,0.5,2,234
ABprpaaapaa,neuron,0,exact,1.0,1,2
ABprpaaapaaa,neuron,0,ancestor,1.0,1,1
ABprpaaapaap,neuron,0,ancestor,1.0,1,1
ABprpaaapap,glia,5,exact,1.0,1,2
ABprpaaapapa,glia,5,ancestor,1.0,1,1
ABprpaaapapaa,glia,5,ancestor,1.0,1,1
ABprpaaapapap,glia,5,ancestor,1.0,1,1
ABprpaaapapp,glia,5,ancestor,1.0,1,1
ABprpaaapappa,glia,5,ancestor,1.0,1,1
ABprpaaapappp,glia,5,ancestor,1.0,1,1
ABprpaaapapppa,glia,5,ancestor,1.0,1,1
ABprpaaapapppp,glia,5,ancestor,1.0,1,1
ABprpaaapappppa,glia,5,ancestor,1.0,1,1
ABprpaaapappppp,glia,5,ancestor,1.0,1,1
ABprpaaapp,neuron,0,consensus,1.0,2,234
ABprpaaappa,neuron,0,consensus,1.0,1,3
ABprpaaappp,neuron,0,exact,1.0,1,3
ABprpaaapppa,neuron,0,ancestor,1.0,1,1
ABprpaaapppp,neuron,0,ancestor,1.0,1,1
ABprpaap,neuron,0,consensus,0.75,8,259
ABprpaapa,mixed,11,consensus,0.5,4,257
ABprpaapaa,neuron,0,consensus,1.0,2,233
ABprpaapaaa,neuron,0,exact,1.0,1,2
ABprpaapaaaa,neuron,0,ancestor,1.0,1,1
ABprpaapaaap,neuron,0,ancestor,1.0,1,1
ABprpaapaaapa,neuron,0,ancestor,1.0,1,1
ABprpaapaaapp,neuron,0,ancestor,1.0,1,1
ABprpaapaap,neuron,0,exact,1.0,1,2
ABprpaapaapa,neuron,0,ancestor,1.0,1,1
ABprpaapaapp,neuron,0,ancestor,1.0,1,1
ABprpaapap,mixed,11,consensus,0.5,2,233
ABprpaapapa,glia,5,exact,1.0,1,2
ABprpaapapaa,glia,5,ancestor,1.0,1,1
ABprpaapapap,glia,5,ancestor,1.0,1,1
ABprpaapapp,death,9,exact,1.0,1,2
ABprpaapappa,death,9,ancestor,1.0,1,1
ABprpaapappaa,death,9,ancestor,1.0,1,1
ABprpaapappap,death,9,ancestor,1.0,1,1
ABprpaapappp,death,9,ancestor,1.0,1,1
ABprpaapp,neuron,0,consensus,1.0,4,257
ABprpaappa,neuron,0,consensus,1.0,2,233
ABprpaappaa,neuron,0,exact,1.0,1,4
ABprpaappaaa,neuron,0,ancestor,1.0,1,1
ABprpaappaap,neuron,0,ancestor,1.0,1,1
ABprpaappap,neuron,0,exact,1.0,1,4
ABprpaappp,neuron,0,consensus,1.0,2,233
ABprpaapppa,neuron,0,exact,1.0,1,3
ABprpaapppp,neuron,0,consensus,1.0,1,3
ABprpaappppa,neuron,0,exact,1.0,1,1
ABprpaappppaa,neuron,0,ancestor,1.0,1,1
ABprpaappppap,neuron,0,ancestor,1.0,1,1
ABprpaappppp,neuron,0,ancestor,1.0,1,1
ABprpap,mixed,11,consensus,0.5,16,259
ABprpapa,mixed,11,consensus,0.375,8,258
ABprpapaa,mixed,11,consensus,0.5,4,257
ABprpapaaa,neuron,0,consensus,1.0,2,233
ABprpapaaaa,neuron,0,exact,1.0,1,4
ABprpapaaap,neuron,0,exact,1.0,1,4
ABprpapaaapa,neuron,0,ancestor,1.0,1,1
ABprpapaaapp,neuron,0,ancestor,1.0,1,1
ABprpapaap,other,10,consensus,1.0,2,233
ABprpapaapa,other,10,exact,1.0,1,5
ABprpapaapaa,other,10,ancestor,1.0,1,1
ABprpapaapaaa,other,10,ancestor,1.0,1,1
ABprpapaapaap,other,10,ancestor,1.0,1,1
ABprpapaapap,other,10,ancestor,1.0,1,1
ABprpapaapapa,other,10,ancestor,1.0,1,1
ABprpapaapapaa,other,10,ancestor,1.0,1,1
ABprpapaapapaaa,other,10,ancestor,1.0,1,1
ABprpapaapapaap,other,10,ancestor,1.0,1,1
ABprpapaapapap,other,10,ancestor,1.0,1,1
ABprpapaapapapa,other,10,ancestor,1.0,1,1
ABprpapaapapapaa,other,10,ancestor,1.0,1,1
ABprpapaapapapap,other,10,ancestor,1.0,1,1
ABprpapaapapapp,other,10,ancestor,1.0,1,1
ABprpapaapapp,other,10,ancestor,1.0,1,1
ABprpapaapp,other,10,exact,1.0,1,5
ABprpapaappa,other,10,ancestor,1.0,1,1
ABprpapaappp,other,10,ancestor,1.0,1,1
ABprpapaapppa,other,10,ancestor,1.0,1,1
ABprpapaapppaa,other,10,ancestor,1.0,1,1
ABprpapaapppaaa,other,10,ancestor,1.0,1,1
ABprpapaapppaap,other,10,ancestor,1.0,1,1
ABprpapaapppaapa,other,10,ancestor,1.0,1,1
ABprpapaapppaapp,other,10,ancestor,1.0,1,1
ABprpapaapppap,other,10,ancestor,1.0,1,1
ABprpapaapppapa,other,10,ancestor,1.0,1,1
ABprpapaapppapp,other,10,ancestor,1.0,1,1
ABprpapaapppappa,other,10,ancestor,1.0,1,1
ABprpapaapppappaa,other,10,ancestor,1.0,1,1
ABprpapaapppappap,other,10,ancestor,1.0,1,1
ABprpapaapppappp,other,10,ancestor,1.0,1,1
ABprpapaapppp,other,10,ancestor,1.0,1,1
ABprpapap,mixed,11,consensus,0.25,4,257
ABprpapapa,mixed,11,consensus,0.5,2,233
ABprpapapaa,excretory,7,exact,1.0,1,4
ABprpapapap,neuron,0,exact,1.0,1,4
ABprpapapp,mixed,11,consensus,0.5,2,233
ABprpapappa,other,10,exact,1.0,1,5
ABprpapappaa,other,10,ancestor,1.0,1,1
ABprpapappap,other,10,ancestor,1.0,1,1
ABprpapappp,muscle,1,exact,1.0,1,5
ABprpapapppa,muscle,1,ancestor,1.0,1,1
ABprpapapppp,muscle,1,ancestor,1.0,1,1
ABprpapappppa,muscle,1,ancestor,1.0,1,1
ABprpapappppp,muscle,1,ancestor,1.0,1,1
ABprpapp,neuron,0,consensus,0.625,8,258
ABprpappa,neuron,0,consensus,0.75,4,257
ABprpappaa,neuron,0,consensus,1.0,2,232
ABprpappaaa,neuron,0,exact,1.0,1,11
ABprpappaap,neuron,0,exact,1.0,1,11
ABprpappap,mixed,11,consensus,0.5,2,232
ABprpappapa,neuron,0,exact,1.0,1,6
ABprpappapp,muscle,1,exact,1.0,1,6
ABprpappp,mixed,11,consensus,0.5,4,257
ABprpapppa,neuron,0,consensus,1.0,2,232
ABprpapppaa,neuron,0,exact,1.0,1,5
ABprpapppap,neuron,0,exact,1.0,1,5
ABprpapppapa,neuron,0,ancestor,1.0,1,1
ABprpapppapaa,neuron,0,ancestor,1.0,1,1
ABprpapppapaaa,neuron,0,ancestor,1.0,1,1
ABprpapppapaap,neuron,0,ancestor,1.0,1,1
ABprpapppapap,neuron,0,ancestor,1.0,1,1
ABprpapppapapa,neuron,0,ancestor,1.0,1,1
ABprpapppapapp,neuron,0,ancestor,1.0,1,1
ABprpapppapp,neuron,0,ancestor,1.0,1,1
ABprpapppappa,neuron,0,ancestor,1.0,1,1
ABprpapppappp,neuron,0,ancestor,1.0,1,1
ABprpapppapppa,neuron,0,ancestor,1.0,1,1
ABprpapppapppp,neuron,0,ancestor,1.0,1,1
ABprpapppp,intestine,4,consensus,1.0,2,232
ABprpappppa,intestine,4,exact,1.0,1,5
ABprpappppaa,intestine,4,ancestor,1.0,1,1
ABprpappppap,intestine,4,ancestor,1.0,1,1
ABprpappppp,intestine,4,exact,1.0,1,5
ABprpapppppa,intestine,4,ancestor,1.0,1,2
ABprpapppppp,intestine,4,ancestor,1.0,1,2
ABprpp,mixed,11,consensus,0.464,28,260
ABprppa,mixed,11,consensus,0.571,14,260
ABprppaa,neuron,0,consensus,0.6,5,260
ABprppaaa,mixed,11,consensus,0.5,2,258
ABprppaaaa,mixed,11,consensus,0.5,2,233
ABprppaaaaa,other,10,exact,1.0,1,1
ABprppaaaap,neuron,0,consensus,1.0,1,1
ABprppaaap,mixed,11,ancestor,0.5,2,233
ABprppaaapa,mixed,11,ancestor,0.5,2,1
ABprppaaapp,mixed,11,ancestor,0.5,2,1
ABprppaap,neuron,0,consensus,0.667,3,258
ABprppaapa,neuron,0,consensus,1.0,1,234
ABprppaapaa,neuron,0,ancestor,1.0,1,2
ABprppaapaaa,neuron,0,ancestor,1.0,1,1
ABprppaapaap,neuron,0,ancestor,1.0,1,1
ABprppaapaapa,neuron,0,ancestor,1.0,1,1
ABprppaapaapp,neuron,0,ancestor,1.0,1,1
ABprppaapaappa,neuron,0,ancestor,1.0,1,1
ABprppaapaappaa,neuron,0,ancestor,1.0,1,1
ABprppaapaappap,neuron,0,ancestor,1.0,1,1
ABprppaapaappp,neuron,0,ancestor,1.0,1,1
ABprppaapap,neuron,0,exact,1.0,1,2
ABprppaapapa,neuron,0,ancestor,1.0,1,1
ABprppaapapp,neuron,0,ancestor,1.0,1,1
ABprppaapp,mixed,11,consensus,0.5,2,234
ABprppaappa,neuron,0,exact,1.0,1,2
ABprppaappaa,neuron,0,ancestor,1.0,1,1
ABprppaappap,neuron,0,ancestor,1.0,1,1
ABprppaappp,muscle,1,exact,1.0,1,2
ABprppap,mixed,11,consensus,0.556,9,260
ABprppapa,muscle,1,consensus,0.8,5,258
ABprppapaa,muscle,1,consensus,0.667,3,235
ABprppapaaa,mixed,11,consensus,0.5,2,5
ABprppapaap,muscle,1,exact,1.0,1,5
ABprppapaapa,muscle,1,ancestor,1.0,1,1
ABprppapaapp,muscle,1,ancestor,1.0,1,1
ABprppapap,muscle,1,consensus,1.0,2,235
ABprppapapa,muscle,1,exact,1.0,1,1
ABprppapapp,muscle,1,exact,1.0,1,1
ABprppapp,neuron,0,consensus,1.0,4,258
ABprppappa,neuron,0,consensus,1.0,2,235
ABprppappaa,neuron,0,exact,1.0,1,1
ABprppappap,neuron,0,exact,1.0,1,1
ABprppappp,neuron,0,consensus,1.0,2,235
ABprppapppa,neuron,0,exact,1.0,1,2
ABprppapppaa,neuron,0,ancestor,1.0,1,1
ABprppapppap,neuron,0,ancestor,1.0,1,1
ABprppapppapa,neuron,0,ancestor,1.0,1,1
ABprppapppapp,neuron,0,ancestor,1.0,1,1
ABprppapppappa,neuron,0,ancestor,1.0,1,1
ABprppapppappp,neuron,0,ancestor,1.0,1,1
ABprppapppp,neuron,0,exact,1.0,1,2
ABprppp,mixed,11,consensus,0.357,14,260
ABprpppa,mixed,11,consensus,0.429,7,260
ABprpppaa,neuron,0,consensus,0.6,5,259
ABprpppaaa,mixed,11,consensus,0.5,2,235
ABprpppaaaa,other,10,exact,1.0,1,3
ABprpppaaaaa,other,10,ancestor,1.0,1,1
ABprpppaaaap,other,10,ancestor,1.0,1,1
ABprpppaaaapa,other,10,ancestor,1.0,1,1
ABprpppaaaapp,other,10,ancestor,1.0,1,1
ABprpppaaap,muscle,1,exact,1.0,1,3
ABprpppaaapa,muscle,1,ancestor,1.0,1,2
ABprpppaaapp,muscle,1,ancestor,1.0,1,2
ABprpppaaappa,muscle,1,ancestor,1.0,1,1
ABprpppaaappp,muscle,1,ancestor,1.0,1,1
ABprpppaap,neuron,0,consensus,1.0,3,235
ABprpppaapa,neuron,0,consensus,1.0,2,1
ABprpppaapp,neuron,0,exact,1.0,1,1
ABprpppaappa,neuron,0,ancestor,1.0,1,1
ABprpppaappaa,neuron,0,ancestor,1.0,1,1
ABprpppaappap,neuron,0,ancestor,1.0,1,1
ABprpppaappp,neuron,0,ancestor,1.0,1,1
ABprpppap,mixed,11,consensus,0.5,2,259
ABprpppapa,mixed,11,consensus,0.5,2,235
ABprpppapaa,glia,5,exact,1.0,1,9
ABprpppapap,hypodermis,2,exact,1.0,1,9
ABprpppapp,mixed,11,ancestor,0.5,2,235
ABprpppappa,mixed,11,ancestor,0.5,2,3
ABprpppappaa,mixed,11,ancestor,0.5,2,1
ABprpppappap,mixed,11,ancestor,0.5,2,1
ABprpppappp,mixed,11,ancestor,0.5,2,3
ABprpppp,mixed,11,consensus,0.286,7,260
ABprppppa,mixed,11,consensus,0.5,4,259
ABprppppaa,mixed,11,consensus,0.5,2,235
ABprppppaaa,neuron,0,exact,1.0,1,4
ABprppppaap,intestine,4,exact,1.0,1,4
ABprppppap,mixed,11,consensus,0.5,2,235
ABprppppapa,other,10,exact,1.0,1,7
ABprppppapp,neuron,0,exact,1.0,1,7
ABprppppappa,neuron,0,ancestor,1.0,1,1
ABprppppappaa,neuron,0,ancestor,1.0,1,1
ABprppppappaaa,neuron,0,ancestor,1.0,1,1
ABprppppappaap,neuron,0,ancestor,1.0,1,1
ABprppppappap,neuron,0,ancestor,1.0,1,1
ABprppppappp,neuron,0,ancestor,1.0,1,1
ABprppppp,mixed,11,consensus,0.333,3,259
ABprpppppa,mixed,11,consensus,0.5,2,234
ABprpppppaa,muscle,1,exact,1.0,1,5
ABprpppppap,intestine,4,exact,1.0,1,5
ABprpppppp,hypodermis,2,consensus,1.0,1,234
ABprppppppa,hypodermis,2,ancestor,1.0,1,8
ABprppppppp,hypodermis,2,exact,1.0,1,8
ABprpppppppa,hypodermis,2,ancestor,1.0,1,1
ABprpppppppp,hypodermis,2,ancestor,1.0,1,1
C,muscle,1,consensus,0.681,47,260
Ca,muscle,1,consensus,0.696,23,260
Caa,hypodermis,2,consensus,0.714,7,259
Caaa,hypodermis,2,consensus,1.0,4,259
Caaaa,hypodermis,2,consensus,1.0,2,258
Caaaaa,hypodermis,2,exact,1.0,1,241
Caaaaaa,hypodermis,2,ancestor,1.0,1,1
Caaaaap,hypodermis,2,ancestor,1.0,1,1
Caaaap,hypodermis,2,exact,1.0,1,241
Caaap,hypodermis,2,consensus,1.0,2,258
Caaapa,hypodermis,2,exact,1.0,1,241
Caaapp,hypodermis,2,exact,1.0,1,241
Caap,neuron,0,consensus,0.667,3,259
Caapa,neuron,0,consensus,1.0,1,258
Caapaa,neuron,0,exact,1.0,1,12
Caapap,neuron,0,ancestor,1.0,1,12
Caapapa,neuron,0,ancestor,1.0,1,1
Caapapp,neuron,0,ancestor,1.0,1,1
Caapp,mixed,11,consensus,0.5,2,258
Caappd,hypodermis,2,exact,1.0,1,236
Caappv,neuron,0,exact,1.0,1,236
Cap,muscle,1,consensus,1.0,16,259
Capa,muscle,1,consensus,1.0,8,259
Capaa,muscle,1,consensus,1.0,4,254
Capaaa,muscle,1,consensus,1.0,2,210
Capaaaa,muscle,1,exact,1.0,1,8
Capaaap,muscle,1,exact,1.0,1,8
Capaaapa,muscle,1,ancestor,1.0,1,1
Capaaapp,muscle,1,ancestor,1.0,1,1
Capaap,muscle,1,consensus,1.0,2,210
Capaapa,muscle,1,exact,1.0,1,8
Capaapaa,muscle,1,ancestor,1.0,1,1
Capaapaaa,muscle,1,ancestor,1.0,1,1
Capaapaap,muscle,1,ancestor,1.0,1,1
Capaapaapa,muscle,1,ancestor,1.0,1,1
Capaapaapp,muscle,1,ancestor,1.0,1,1
Capaapap,muscle,1,ancestor,1.0,1,1
Capaapp,muscle,1,exact,1.0,1,8
Capap,muscle,1,consensus,1.0,4,254
Capapa,muscle,1,consensus,1.0,2,202
Capapaa,muscle,1,exact,1.0,1,8
Capapap,muscle,1,exact,1.0,1,8
Capapp,muscle,1,consensus,1.0,2,202
Capappa,muscle,1,exact,1.0,1,7
Capappp,muscle,1,exact,1.0,1,7
Capp,muscle,1,consensus,1.0,8,259
Cappa,muscle,1,consensus,1.0,4,258
Cappaa,muscle,1,consensus,1.0,2,235
Cappaaa,muscle,1,exact,1.0,1,9
Cappaaaa,muscle,1,ancestor,1.0,1,1
Cappaaap,muscle,1,ancestor,1.0,1,1
Cappaap,muscle,1,exact,1.0,1,9
Cappap,muscle,1,consensus,1.0,2,235
Cappapa,muscle,1,exact,1.0,1,8
Cappapp,muscle,1,exact,1.0,1,8
Cappappa,muscle,1,ancestor,1.0,1,1
Cappappp,muscle,1,ancestor,1.0,1,1
Cappp,muscle,1,consensus,1.0,4,258
Capppa,muscle,1,consensus,1.0,2,232
Capppaa,muscle,1,exact,1.0,1,8
Capppap,muscle,1,exact,1.0,1,8
Capppp,muscle,1,consensus,1.0,2,232
Cappppd,muscle,1,exact,1.0,1,7
Cappppv,muscle,1,exact,1.0,1,7
Cp,muscle,1,consensus,0.667,24,260
Cpa,hypodermis,2,consensus,1.0,8,259
Cpaa,hypodermis,2,consensus,1.0,4,259
Cpaaa,hypodermis,2,consensus,1.0,2,258
Cpaaaa,hypodermis,2,exact,1.0,1,241
Cpaaaaa,hypodermis,2,ancestor,1.0,1,1
Cpaaaap,hypodermis,2,ancestor,1.0,1,1
Cpaaap,hypodermis,2,exact,1.0,1,241
Cpaaapa,hypodermis,2,ancestor,1.0,1,1
Cpaaapp,hypodermis,2,ancestor,1.0,1,1
Cpaap,hypodermis,2,consensus,1.0,2,258
Cpaapa,hypodermis,2,exact,1.0,1,242
Cpaapp,hypodermis,2,exact,1.0,1,242
Cpap,hypodermis,2,consensus,1.0,4,259
Cpapa,hypodermis,2,consensus,1.0,2,258
Cpapaa,hypodermis,2,exact,1.0,1,239
Cpapaaa,hypodermis,2,ancestor,1.0,1,1
Cpapaap,hypodermis,2,ancestor,1.0,1,1
Cpapap,hypodermis,2,exact,1.0,1,239
Cpapp,hypodermis,2,consensus,1.0,2,258
Cpappd,hypodermis,2,exact,1.0,1,239
Cpappv,hypodermis,2,exact,1.0,1,239
Cpp,muscle,1,consensus,1.0,16,259
Cppa,muscle,1,consensus,1.0,8,259
Cppaa,muscle,1,consensus,1.0,4,257
Cppaaa,muscle,1,consensus,1.0,2,219
Cppaaaa,muscle,1,exact,1.0,1,8
Cppaaap,muscle,1,exact,1.0,1,8
Cppaap,muscle,1,consensus,1.0,2,219
Cppaapa,muscle,1,exact,1.0,1,7
Cppaapp,muscle,1,exact,1.0,1,7
Cppap,muscle,1,consensus,1.0,4,257
Cppapa,muscle,1,consensus,1.0,2,212
Cppapaa,muscle,1,exact,1.0,1,8
Cppapap,muscle,1,exact,1.0,1,8
Cppapp,muscle,1,consensus,1.0,2,212
Cppappa,muscle,1,exact,1.0,1,7
Cppappaa,muscle,1,ancestor,1.0,1,1
Cppappap,muscle,1,ancestor,1.0,1,1
Cppappp,muscle,1,exact,1.0,1,7
Cppp,muscle,1,consensus,1.0,8,259
Cpppa,muscle,1,consensus,1.0,4,258
Cpppaa,muscle,1,consensus,1.0,2,239
Cpppaaa,muscle,1,exact,1.0,1,9
Cpppaaaa,muscle,1,ancestor,1.0,1,1
Cpppaaap,muscle,1,ancestor,1.0,1,1
Cpppaap,muscle,1,exact,1.0,1,9
Cpppap,muscle,1,consensus,1.0,2,239
Cpppapa,muscle,1,exact,1.0,1,9
Cpppapaa,muscle,1,ancestor,1.0,1,1
Cpppapap,muscle,1,ancestor,1.0,1,1
Cpppapp,muscle,1,exact,1.0,1,9
Cpppp,muscle,1,consensus,1.0,4,258
Cppppa,muscle,1,consensus,1.0,2,234
Cppppaa,muscle,1,exact,1.0,1,9
Cppppap,muscle,1,exact,1.0,1,9
Cppppp,muscle,1,consensus,1.0,2,234
Cpppppd,muscle,1,exact,1.0,1,8
Cpppppv,muscle,1,exact,1.0,1,8
D,muscle,1,consensus,1.0,19,258
Da,muscle,1,consensus,1.0,10,258
Daa,muscle,1,consensus,1.0,4,257
Daaa,muscle,1,consensus,1.0,2,236
Daaaa,muscle,1,exact,1.0,1,25
Daaaaa,muscle,1,ancestor,1.0,1,2
Daaaap,muscle,1,ancestor,1.0,1,2
Daaap,muscle,1,exact,1.0,1,25
Daaapa,muscle,1,ancestor,1.0,1,1
Daaapp,muscle,1,ancestor,1.0,1,1
Daap,muscle,1,consensus,1.0,2,236
Daapa,muscle,1,exact,1.0,1,21
Daapaa,muscle,1,ancestor,1.0,1,1
Daapap,muscle,1,ancestor,1.0,1,1
Daapp,muscle,1,exact,1.0,1,21
Daappa,muscle,1,ancestor,1.0,1,1
Daappp,muscle,1,ancestor,1.0,1,1
Dap,muscle,1,consensus,1.0,6,257
Dapa,muscle,1,consensus,1.0,2,241
Dapaa,muscle,1,exact,1.0,1,35
Dapap,muscle,1,exact,1.0,1,35
Dapp,muscle,1,consensus,1.0,4,241
Dappa,muscle,1,consensus,1.0,2,47
Dappaa,muscle,1,exact,1.0,1,3
Dappap,muscle,1,exact,1.0,1,3
Dappapa,muscle,1,ancestor,1.0,1,1
Dappapp,muscle,1,ancestor,1.0,1,1
Dappp,muscle,1,consensus,1.0,2,47
Dapppa,muscle,1,exact,1.0,1,2
Dapppp,muscle,1,exact,1.0,1,2
Dp,muscle,1,consensus,1.0,9,258
Dpa,muscle,1,consensus,1.0,3,257
Dpaa,muscle,1,consensus,1.0,2,234
Dpaaa,muscle,1,exact,1.0,1,18
Dpaaaa,muscle,1,ancestor,1.0,1,1
Dpaaap,muscle,1,ancestor,1.0,1,1
Dpaaapa,muscle,1,ancestor,1.0,1,1
Dpaaapp,muscle,1,ancestor,1.0,1,1
Dpaap,muscle,1,exact,1.0,1,18
Dpap,muscle,1,consensus,1.0,1,234
Dpapa,muscle,1,exact,1.0,1,21
Dpapp,muscle,1,ancestor,1.0,1,21
Dpappa,muscle,1,ancestor,1.0,1,1
Dpappaa,muscle,1,ancestor,1.0,1,1
Dpappap,muscle,1,ancestor,1.0,1,1
Dpappp,muscle,1,ancestor,1.0,1,1
Dpapppa,muscle,1,ancestor,1.0,1,1
Dpapppp,muscle,1,ancestor,1.0,1,1
Dpp,muscle,1,consensus,1.0,6,257
Dppa,muscle,1,consensus,1.0,2,238
Dppaa,muscle,1,exact,1.0,1,29
Dppaaa,muscle,1,ancestor,1.0,1,1
Dppaap,muscle,1,ancestor,1.0,1,1
Dppaapa,muscle,1,ancestor,1.0,1,1
Dppaapp,muscle,1,ancestor,1.0,1,1
Dppap,muscle,1,exact,1.0,1,29
Dppp,muscle,1,consensus,1.0,4,238
Dpppa,muscle,1,consensus,1.0,2,43
Dpppaa,muscle,1,exact,1.0,1,3
Dpppap,muscle,1,exact,1.0,1,3
Dpppapa,muscle,1,ancestor,1.0,1,1
Dpppapp,muscle,1,ancestor,1.0,1,1
Dpppappa,muscle,1,ancestor,1.0,1,1
Dpppappp,muscle,1,ancestor,1.0,1,1
Dpppp,muscle,1,consensus,1.0,2,43
Dppppa,muscle,1,exact,1.0,1,1
Dppppp,muscle,1,exact,1.0,1,1
E,intestine,4,consensus,1.0,20,260
EMS,mixed,11,founder,1.0,0,253
Ea,intestine,4,consensus,1.0,10,260
Eal,intestine,4,consensus,1.0,5,260
Eala,intestine,4,consensus,1.0,3,260
Ealaa,intestine,4,consensus,1.0,2,235
Ealaad,intestine,4,exact,1.0,1,1
Ealaada,intestine,4,ancestor,1.0,1,1
Ealaadaa,intestine,4,ancestor,1.0,1,1
Ealaadap,intestine,4,ancestor,1.0,1,1
Ealaadp,intestine,4,ancestor,1.0,1,1
Ealaav,intestine,4,exact,1.0,1,1
Ealaava,intestine,4,ancestor,1.0,1,1
Ealaavaa,intestine,4,ancestor,1.0,1,1
Ealaavap,intestine,4,ancestor,1.0,1,1
Ealaavapa,intestine,4,ancestor,1.0,1,1
Ealaavapp,intestine,4,ancestor,1.0,1,1
Ealaavp,intestine,4,ancestor,1.0,1,1
Ealaavpa,intestine,4,ancestor,1.0,1,1
Ealaavpp,intestine,4,ancestor,1.0,1,1
Ealap,intestine,4,exact,1.0,1,235
Ealapa,intestine,4,ancestor,1.0,1,1
Ealapaa,intestine,4,ancestor,1.0,1,1
Ealapap,intestine,4,ancestor,1.0,1,1
Ealapp,intestine,4,ancestor,1.0,1,1
Ealp,intestine,4,consensus,1.0,2,260
Ealpa,intestine,4,exact,1.0,1,235
Ealpp,intestine,4,exact,1.0,1,235
Ealppa,intestine,4,ancestor,1.0,1,1
Ealppp,intestine,4,ancestor,1.0,1,1
Ear,intestine,4,consensus,1.0,5,260
Eara,intestine,4,consensus,1.0,3,260
Earaa,intestine,4,consensus,1.0,2,232
Earap,intestine,4,exact,1.0,1,232
Earp,intestine,4,consensus,1.0,2,260
Earpa,intestine,4,exact,1.0,1,232
Earpp,intestine,4,exact,1.0,1,232
Ep,intestine,4,consensus,1.0,10,260
Epl,intestine,4,consensus,1.0,5,260
Epla,intestine,4,consensus,1.0,2,260
Eplaa,intestine,4,exact,1.0,1,233
Eplaaa,intestine,4,ancestor,1.0,1,1
Eplaaaa,intestine,4,ancestor,1.0,1,1
Eplaaap,intestine,4,ancestor,1.0,1,1
Eplaap,intestine,4,ancestor,1.0,1,1
Eplaapa,intestine,4,ancestor,1.0,1,1
Eplaapp,intestine,4,ancestor,1.0,1,1
Eplaappa,intestine,4,ancestor,1.0,1,1
Eplaappp,intestine,4,ancestor,1.0,1,1
Eplap,intestine,4,exact,1.0,1,233
Eplp,intestine,4,consensus,1.0,3,260
Eplpa,intestine,4,exact,1.0,1,223
Eplpp,intestine,4,consensus,1.0,2,223
Eplppa,intestine,4,exact,1.0,1,1
Eplppp,intestine,4,exact,1.0,1,1
Epr,intestine,4,consensus,1.0,5,260
Epra,intestine,4,consensus,1.0,2,260
Epraa,intestine,4,exact,1.0,1,232
Eprap,intestine,4,exact,1.0,1,232
Eprp,intestine,4,consensus,1.0,3,260
Eprpa,intestine,4,exact,1.0,1,218
Eprpaa,intestine,4,ancestor,1.0,1,1
